abbreviation	name	equation	reversible	compartement	lowbnd	uppbnd	obj_coef	rule	subsystem
ID_570	pantothenate kinase	[c]: pntoR + atp --> 4pptnD + adp	false	C_c	0	1000	0	(CD3555)	Pantothenate and CoA biosynthesis
ID_197	[acyl-carrier-protein] phosphodiesterase	[c]: hacp + h2o --> 4ppt + aacp	false	C_c	0	1000	0	(CD1543)	Pantothenate and CoA biosynthesis
ID_50	N-((R)-pantothenoyl)-L-cysteine carboxy-lyase	[c]: ptcys <==> ptth + co2	true	C_c	-1000	1000	0		Pantothenate and CoA biosynthesis
ID_34	holo-[acyl-carrier-protein] synthase	[c]: aacp + coa --> pap + hacp	false	C_c	0	1000	0	(acpS)	Pantothenate and CoA biosynthesis
ID_134	dephospho-CoA kinase	[c]: dpcoa + atp --> coa + adp	false	C_c	0	1000	0	(coaE)	Pantothenate and CoA biosynthesis
ID_515	phosphopantothenate-cysteine ligase	[c]: 4pptnD + ctp + cysL --> 4ppcys + cmp + ppi	false	C_c	0	1000	0	(coaBC)	Pantothenate and CoA biosynthesis
ID_125	ATP:pantetheine 4'-phosphotransferase	[c]: atp + ptth --> adp + 4ppt	false	C_c	0	1000	0	(CD3555)	Pantothenate and CoA biosynthesis
ID_449	2-acetolactate pyruvate-lyase (carboxylating)	[c]: 2alac + co2 <==> (2) pyr	true	C_c	-1000	1000	0	(ilvB)	Pantothenate and CoA biosynthesis
ID_85	ATP:N-((R)-pantothenoyl)-L-cysteine 4-phosphotransferase	[c]: atp + ptcys --> adp + 4ppcys	false	C_c	0	1000	0	(CD3555)	Pantothenate and CoA biosynthesis
ID_663	malonyl CoA-acyl carrier protein transacylase	[c]: hacp + malcoa + h --> malacp + coa	false	C_c	0	1000	0	(fabD)	Pantothenate and CoA biosynthesis
ID_755	2-dehydropantoate reductase	[c]: 2dhp + nadph + h --> nadp + pantR	false	C_c	0	1000	0	(CD0188)	Pantothenate and CoA biosynthesis
ID_644	pantetheine-phosphate adenylyltransferase	[c]: 4ppt + atp --> dpcoa + ppi	false	C_c	0	1000	0	(coaD)	Pantothenate and CoA biosynthesis
ID_398	UTP-glucose-1-phosphate uridylyltransferase	[c]: utp + glc1pA <==> ppi + udpglu	true	C_c	-1000	1000	0	(gtaB) or (CD3488)	Pentose and glucuronate interconversions
ID_592	ribitol-5-phosphate 2-dehydrogenase	[c]: r5p + nadp <==> rl5p + nadph + h	true	C_c	-1000	1000	0		Pentose and glucuronate interconversions
ID_107	D-ribitol-5-phosphate:NAD+ 2-oxidoreductase	[c]: r5p + nad <==> rl5p + nadh + h	true	C_c	-1000	1000	0		Pentose and glucuronate interconversions
ID_108	L-arabinose isomerase	[c]: arab --> rblL	false	C_c	0	1000	0		Pentose and glucuronate interconversions
ID_569	D-altronate:NAD+ 3-oxidoreductase	[c]: altd + nad <==> tagd + nadh + h	true	C_c	-1000	1000	0		Pentose and glucuronate interconversions
ID_208	D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)	[c]: altd --> 2dh3dg + h2o	false	C_c	0	1000	0	(uxaA) or (uxaA') or (CD3002)	Pentose and glucuronate interconversions
ID_624	xylulokinase	[c]: xyl + atp --> xyl5p + adp	false	C_c	0	1000	0	(xylB)	Pentose and glucuronate interconversions
ID_332	ribulokinase	[c]: rblL + atp --> rbl5p + adp	false	C_c	0	1000	0		Pentose and glucuronate interconversions
ID_10	L-ribulose-5-phosphate 4-epimerase	[c]: rbl5p --> xyl5p	false	C_c	0	1000	0	(araD)	Pentose and glucuronate interconversions
ID_384	D-xylose aldose-ketose-isomerase	[c]: xyld <==> xyl	true	C_c	-1000	1000	0	(xylA) or (CD2710)	Pentose and glucuronate interconversions
ID_368	D-erythrose-4-phosphate:D-xylulose-5-phosphate glycolaldehyde transferase	[c]: et4p + xyl5p --> glyald3p + fru6p	false	C_c	0	1000	0	(tkt') or (tkt) or (CD3460) or (CD3459)	Pentose phosphate pathway
ID_629	ribulose-phosphate 3-epimerase	[c]: rl5p --> xyl5p	false	C_c	0	1000	0	(rpe) or (CD3109) or (CD2575)	Pentose phosphate pathway
ID_419	gluconokinase	[c]: atp + glcn --> adp + 6pg	false	C_c	0	1000	0		Pentose phosphate pathway
ID_402	D-xylulose 5-phosphate D-glyceraldehyde-3-phosphate-lyase	[c]: xyl5p + pi --> glyald3p + ap + h2o	false	C_c	0	1000	0		Pentose phosphate pathway
ID_513	ribose-phosphate diphosphokinase	[c]: rib5p + atp --> 5pr1dp + amp	false	C_c	0	1000	0	(prs)	Pentose phosphate pathway
ID_424	ribose-5-phosphate isomerase	[c]: rl5p --> rib5p	false	C_c	0	1000	0	(rpiB1) and (rpiB2)	Pentose phosphate pathway
ID_160	D-ribose 1,5-phosphomutase	[c]: rib1p --> rib5p	false	C_c	0	1000	0	(deoB)	Pentose phosphate pathway
ID_656	2-dehydro-3-deoxy-phosphogluconate aldolase	[c]: 2dh3dg6p --> glyald3p + pyr	false	C_c	0	1000	0	(kdgA)	Pentose phosphate pathway
ID_658	6-phospho-D-gluconate:NADP+ 2-oxidoreductase	[c]: 6pg + nadp --> rl5p + co2 + nadph + h	false	C_c	0	1000	0	(garR)	Pentose phosphate pathway
ID_68	2-dehydro-3-deoxygluconokinase	[c]: atp + 2dh3dg --> adp + 2dh3dg6p	false	C_c	0	1000	0	(CD3640)	Pentose phosphate pathway
ID_73	sedoheptulose 1,7-bisphosphate 1-phosphohydrolase	[c]: sh17bp + h2o --> shl7p + pi	false	C_c	0	1000	0	(fbp)	Pentose phosphate pathway
ID_307	ATP:(D)-glycerate 2-phosphotransferase	[c]: glyc + atp --> 2pg + adp	false	C_c	0	1000	0	(garK)	Pentose phosphate pathway
ID_620	6-phospho-D-gluconate hydro-lyase	[c]: 6pg --> 2dh3dg6p + h2o	false	C_c	0	1000	0	(ilvD)	Pentose phosphate pathway
ID_404	deoxyribokinase	[c]: drib + atp --> 2drib5p + adp	false	C_c	0	1000	0	(rbsK)	Pentose phosphate pathway
ID_312	6-phosphogluconolactonase	[c]: 6pg15l + h2o --> 6pg	false	C_c	0	1000	0	(nagB)	Pentose phosphate pathway
ID_229	ribokinase	[c]: atp + ribD --> adp + rib5p	false	C_c	0	1000	0	(rbsK)	Pentose phosphate pathway
ID_577	transketolase	[c]: rib5p + xyl5p --> shl7p + glyald3p	false	C_c	0	1000	0	(tkt) or (tkt') or (CD3460) or (CD3459)	Pentose phosphate pathway
ID_490	phosphopentomutase	[c]: 2drib1p --> 2drib5p	false	C_c	0	1000	0	(deoB)	Pentose phosphate pathway
ID_634	phosphate acetyltransferase	[c]: acoa + pi <==> ap + coa	true	C_c	-1000	1000	0		Pentose phosphate pathway
ID_650	D-glucose:ubiquinone oxidoreductase	[c]: glc + uqnn8 --> dgo15lac + uqnl8	false	C_c	0	1000	0		Pentose phosphate pathway
ID_397	deoxyribose-phosphate aldolase	[c]: 2drib5p --> aald + glyald3p	false	C_c	0	1000	0	(deoC)	Pentose phosphate pathway
ID_116	shikimate kinase	[c]: skm + atp --> skm3p + adp	false	C_c	0	1000	0	(aroK)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_558	4-Hydroxyphenylacetaldehyde:NAD+ oxidoreductase	[c]: 4hplald + nad + h2o <==> 4hoplac + nadh + h	true	C_c	-1000	1000	0	(aldH)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_300	prephenate dehydrogenase	[c]: pphn + nad <==> 34hppyr + co2 + nadh + h	true	C_c	-1000	1000	0	(tyrC)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_345	prephenate dehydratase	[c]: pphn <==> phpyr + h2o + co2	true	C_c	-1000	1000	0	(pheA)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_585	L-arogenate:2-oxoglutarate aminotransferase	[c]: pphn + gluL --> aro + 2oglut	false	C_c	0	1000	0		Phenylalanine, tyrosine and tryptophan biosynthesis
ID_435	shikimate dehydrogenase (NADP+)	[c]: 3dhsk + nadph + h --> skm + nadp	false	C_c	0	1000	0	(aroE) or (aroE1)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_335	chorismate synthase	[c]: 5epyrsk3p --> chor + pi	false	C_c	0	1000	0	(aroC)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_318	3-dehydroquinate synthase	[c]: 3dahs7p --> 3dhq + pi	false	C_c	0	1000	0	(aroB)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_568	shikimate dehydrogenase (NAD+)	[c]: 3dhsk + nadh + h --> skm + nad	false	C_c	0	1000	0	(aroE) or (aroE1)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_7	L-arogenate hydro-lyase	[c]: aro <==> pheL + h2o + co2	true	C_c	-1000	1000	0	(pheA)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_578	L-arogenate:NAD+ oxidoreductase	[c]: aro + nad --> tyrL + nadh + h + co2	false	C_c	0	1000	0	(tyrC)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_96	3-phosphoshikimate 1-carboxyvinyltransferase	[c]: skm3p + pepyr --> 5epyrsk3p + pi	false	C_c	0	1000	0	(aroA)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_161	chorismate mutase	[c]: chor --> pphn	false	C_c	0	1000	0	(pheA)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_79	3-dehydroquinate dehydratase	[c]: 3dhq --> 3dhsk + h2o	false	C_c	0	1000	0	(aroD) or (CD2020) or (CD3641)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_416	4-hydroxyphenylpyruvate carboxy-lyase	[c]: 34hppyr <==> 4hplald + co2	true	C_c	-1000	1000	0	(CD1993)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_476	phenylalanine:2-oxoglutarate aminotransferase	[c]: pheL + 2oglut <==> phpyr + gluL	true	C_c	-1000	1000	0	(aspC) or (aspB) or (CD2828) or (hisC) or (CD2200)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_166	3-deoxy-7-phosphoheptulonate synthase	[c]: et4p + pepyr + h2o --> 3dahs7p + pi	false	C_c	0	1000	0	(aroF) or (CD1832)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_19	2-oxoadipate dehydrogenase complex	[c]: 2oa + coa + nad <==> gcoa + co2 + nadh + h	true	C_c	-1000	1000	0	(CD0723) and (acoL)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_576	4-hydroxyphenylacetate carboxy-lyase	[c]: 4hoplac --> 4mpo + co2	false	C_c	0	1000	0	(hpdC) and (hpdB) and (hpdA)	Phenylalanine, tyrosine and tryptophan biosynthesis
ID_516	3-phosphonopyruvate carboxy-lyase	[c]: 3ppyr <==> ppacal + co2	true	C_c	-1000	1000	0		Phosphonate and phosphate metabolism
ID_699	2-aminoethylphosphonate--pyruvate transaminase	[c]: 2aepat + pyr <==> ppacal + alaL	true	C_c	-1000	1000	0	(phnXW)	Phosphonate and phosphate metabolism
ID_598	2-Phosphonoacetaldehyde phosphonohydrolase	[c]: ppacal + h2o --> aald + pi	false	C_c	0	1000	0	(phnXW)	Phosphonate and phosphate metabolism
ID_57	phosphoenolpyruvate 2,3-phosphonomutase	[c]: pepyr <==> 3ppyr	true	C_c	-1000	1000	0		Phosphonate and phosphate metabolism
ID_492	acetaldehyde:NAD+ oxidoreductase (CoA-acylating)	[c]: aald + nad + coa <==> acoa + nadh + h	true	C_c	-1000	1000	0	(adhE) or (eutE) or (CD2966)	Phosphonate and phosphate metabolism
ID_303	Phosphonoacetate phosphonohydrolase	[c]: ppac + h2o <==> ac + pi	true	C_c	-1000	1000	0	(phnA)	Phosphonate and phosphate metabolism
ID_248	phosphonate:NAD+ oxidoreductase	[c]: ppat + nad + h2o <==> pi + nadh + h	true	C_c	-1000	1000	0	(phnG) or (phnH) or (phnI) or (phnJ)	Phosphonate and phosphate metabolism
ID_376	diphosphate phosphohydrolase	[c]: ppi + h2o <==> (2) pi	true	C_c	-1000	1000	0	(ppaC)	Phosphonate and phosphate metabolism
ID_241	phosphonoacetate hydrolase	[c]: ppacal + nad + h2o <==> ppac + nadh + h	true	C_c	-1000	1000	0	(aldH)	Phosphonate and phosphate metabolism
ID_693	triphosphate phosphohydrlase	[c]: pppi + h2o <==> ppi + pi	true	C_c	-1000	1000	0		Phosphonate and phosphate metabolism
ID_586	4-ureido-5-imidazole carboxylate amidohydrolase	[c]: 4u5imzc + h2o <==> 4a5imzc + nh3 + co2	true	C_c	-1000	1000	0		Purine metabolism
ID_263	ribonucleotide-reductase (ATP)	[c]: atp + fmnh2 --> datp + fmn + h2o	false	C_c	0	1000	0	(nrdD)	Purine metabolism
ID_192	xanthosine 5'-phosphate phosphohydrolase	[c]: xmp + h2o --> xtsn + pi	false	C_c	0	1000	0	(CD2537)	Purine metabolism
ID_706	xanthosine ribohydrolase	[c]: xtsn + h2o <==> xan + ribD	true	C_c	-1000	1000	0	(iunH)	Purine metabolism
ID_77	deoxyadenosine kinase	[c]: atp + dad --> adp + damp	false	C_c	0	1000	0		Purine metabolism
ID_603	glycine reductase	[c]: gly + pi + thioredoxred --> ap + nh3 + thioredoxoxi + h2o	false	C_c	0	1000	0	(grdA) and (grdE) and (grdD) or (grdC) and (grdB) and (grdX)	Purine metabolism
ID_226	deoxyinosine:phosphate alpha-D-ribosyltransferase	[c]: din + pi <==> drin1p + hxan	true	C_c	-1000	1000	0	(deoD)	Purine metabolism
ID_126	GTP:pyruvate 2-O-phosphotransferase	[c]: pepyr + gdp --> pyr + gtp	false	C_c	0	1000	0	(pykF)	Purine metabolism
ID_26	dGTP:pyruvate 2-O-phosphotransferase	[c]: dgtp + pyr <==> dgdp + pepyr	true	C_c	-1000	1000	0	(pykF)	Purine metabolism
ID_80	adenosine 5'-monophosphate phosphohydrolase	[c]: amp + h2o <==> adn + pi	true	C_c	-1000	1000	0		Purine metabolism
ID_350	hypoxanthine:NAD+ oxidoreductase	[c]: hxan + nad + h2o --> xan + nadh + h	false	C_c	0	1000	0	(xdhA1) and (xdhB) and (xdhC1) and (xdhD) or (xdhA1) and (pucC1) and (xdhC1) and (xdhD) or (xdhA1) and (pucC2) and (xdhC1) and (xdhD) or (xdhA1) and (xdhB) and (xdhC2) and (xdhD) or (xdhA1) and (pucC1) and (xdhC2) and (xdhD) or (xdhA1) and (pucC2) and (xdhC2) and (xdhD) or (xdhA1) and (xdhB) and (xdhC3) and (xdhD) or (xdhA1) and (pucC1) and (xdhC3) and (xdhD) or (xdhA1) and (pucC2) and (xdhC3) and (xdhD) or (xdhA2) and (xdhB) and (xdhC1) and (xdhD) or (xdhA2) and (pucC1) and (xdhC1) and (xdhD) or (xdhA2) and (pucC2) and (xdhC1) and (xdhD) or (xdhA2) and (xdhB) and (xdhC2) and (xdhD) or (xdhA2) and (pucC1) and (xdhC2) and (xdhD) or (xdhA2) and (pucC2) and (xdhC2) and (xdhD) or (xdhA2) and (xdhB) and (xdhC3) and (xdhD) or (xdhA2) and (pucC1) and (xdhC3) and (xdhD) or (xdhA2) and (pucC2) and (xdhC3) and (xdhD) or (xdhA3) and (xdhB) and (xdhC1) and (xdhD) or (xdhA3) and (pucC1) and (xdhC1) and (xdhD) or (xdhA3) and (pucC2) and (xdhC1) and (xdhD) or (xdhA3) and (xdhB) and (xdhC2) and (xdhD) or (xdhA3) and (pucC1) and (xdhC2) and (xdhD) or (xdhA3) and (pucC2) and (xdhC2) and (xdhD) or (xdhA3) and (xdhB) and (xdhC3) and (xdhD) or (xdhA3) and (pucC1) and (xdhC3) and (xdhD) or (xdhA3) and (pucC2) and (xdhC3) and (xdhD) or (CD2087) and (xdhB) and (xdhC1) and (xdhD) or (CD2087) and (pucC1) and (xdhC1) and (xdhD) or (CD2087) and (pucC2) and (xdhC1) and (xdhD) or (CD2087) and (xdhB) and (xdhC2) and (xdhD) or (CD2087) and (pucC1) and (xdhC2) and (xdhD) or (CD2087) and (pucC2) and (xdhC2) and (xdhD) or (CD2087) and (xdhB) and (xdhC3) and (xdhD) or (CD2087) and (pucC1) and (xdhC3) and (xdhD) or (CD2087) and (pucC2) and (xdhC3) and (xdhD)	Purine metabolism
ID_672	ATP:dGDP phosphotransferase	[c]: dgdp + atp --> dgtp + adp	false	C_c	0	1000	0		Purine metabolism
ID_421	ADP-ribose ribophosphohydrolase	[c]: rib5p + amp <==> h2o + adprib	true	C_c	-1000	1000	0	(nudF)	Purine metabolism
ID_489	4-aminoimidazole aminohydrolase	[c]: 4aimz + h2o --> 4imzo + nh3	false	C_c	0	1000	0		Purine metabolism
ID_683	ATP:dGMP phosphotransferase	[c]: atp + dgmp --> adp + dgdp	false	C_c	0	1000	0	(gmk)	Purine metabolism
ID_451	4-ureido-5-imidazole carboxylate decarboxylase	[c]: 4a5imzc --> 4aimz + co2	false	C_c	0	1000	0		Purine metabolism
ID_275	XMP:diphosphate phosphoribosyltransferase	[c]: xan + 5pr1dp --> xmp + ppi	false	C_c	0	1000	0	(xpt)	Purine metabolism
ID_111	adenylate kinase	[c]: amp + atp --> (2) adp	false	C_c	0	1000	0	(adk)	Purine metabolism
ID_305	amidophosphoribosyltransferase	[c]: 5pr1dp + glnL + h2o --> 5pra + gluL + ppi	false	C_c	0	1000	0	(purF)	Purine metabolism
ID_83	guanosine ribohydrolase	[c]: gsn + h2o <==> gua + ribD	true	C_c	-1000	1000	0	(iunH)	Purine metabolism
ID_237	GDP diphosphokinase	[c]: gdp + atp --> ppgpp + amp	false	C_c	0	1000	0	(relA)	Purine metabolism
ID_589	5-formiminotetrahydrofolate:glycine N-formiminotransferase	[c]: fgly + thf --> gly + 5fithf	false	C_c	0	1000	0		Purine metabolism
ID_733	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase	[c]: ppgpp + h2o --> gdp + ppi	false	C_c	0	1000	0	(relA) or (CD0345)	Purine metabolism
ID_392	GMP:diphosphate phosphoribosyltransferase	[c]: gua + 5pr1dp --> gmp + ppi	false	C_c	0	1000	0	(hpt) or (CD3231)	Purine metabolism
ID_642	phosphoribosylformylglycinamidine cyclo-ligase	[c]: 5prfgad + atp --> 5a15primz + pi + adp	false	C_c	0	1000	0	(purG)	Purine metabolism
ID_159	Inosine:phosphate alpha-D-ribosyltransferase	[c]: ins + pi --> hxan + rib1p	false	C_c	0	1000	0	(deoD)	Purine metabolism
ID_632	dATP:pyruvate 2-O-phosphotransferase	[c]: datp + pyr <==> dadp + pepyr	true	C_c	-1000	1000	0	(pykF)	Purine metabolism
ID_604	guanosine 5'-monophosphate phosphahydrolase	[c]: gmp + h2o --> gsn + pi	false	C_c	0	1000	0		Purine metabolism
ID_372	xanthine amidohydrolase	[c]: xan + h2o --> 4u5imzc	false	C_c	0	1000	0		Purine metabolism
ID_406	inosine ribohydrolase	[c]: ins + h2o --> hxan + ribD	false	C_c	0	1000	0	(iunH)	Purine metabolism
ID_100	deoxyadenosine:phosphate alpha-D-ribosyltransferase	[c]: dad + pi --> drin1p + ade	false	C_c	0	1000	0	(deoD)	Purine metabolism
ID_537	deoxyadenylate kinase	[c]: atp + damp --> adp + dadp	false	C_c	0	1000	0	(adk)	Purine metabolism
ID_343	guanosine 3'-diphosphate 5'-triphosphate 5'-phosphohydrolase	[c]: pppgpp + h2o --> ppgpp + pi	false	C_c	0	1000	0	(CD3491) or (CD0345)	Purine metabolism
ID_475	deoxyadenosine deaminase	[c]: dad + h2o --> din + nh3	false	C_c	0	1000	0	(add) or (CD0015)	Purine metabolism
ID_30	2'-Deoxyadenosine 5'-monophosphate phosphohydrolase	[c]: damp + h2o --> dad + pi	false	C_c	0	1000	0	(CD2537)	Purine metabolism
ID_81	ATP:GMP phosphotransferase	[c]: gmp + atp --> gdp + adp	false	C_c	0	1000	0	(gmk)	Purine metabolism
ID_148	glycinamide ribonucleotide transformylase	[c]: 5prga + for + atp --> 5prfga + pi + adp	false	C_c	0	1000	0	(purN)	Purine metabolism
ID_730	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase	[c]: 5pr4sc5ai --> aimzcrnt + fum	false	C_c	0	1000	0	(CD1334)	Purine metabolism
ID_681	Ap3A synthetase	[c]: atp + adp --> p1p3b5adtp + ppi	false	C_c	0	1000	0	(lysS)	Purine metabolism
ID_274	phosphoribosylformylglycinamidine synthase	[c]: 5prfga + glnL + atp + h2o --> 5prfgad + gluL + adp + pi	false	C_c	0	1000	0	(purL)	Purine metabolism
ID_745	IMP:diphosphate phosphoribosyltransferase	[c]: hxan + 5pr1dp --> imp + ppi	false	C_c	0	1000	0	(hpt) or (CD3231)	Purine metabolism
ID_95	deoxyguanosine:phosphate alpha-D-ribosyltransferase	[c]: dgsn + pi <==> drin1p + gua	true	C_c	-1000	1000	0	(deoD)	Purine metabolism
ID_724	adenosine deaminase	[c]: adn + h2o --> ins + nh3	false	C_c	0	1000	0	(add) or (CD0015)	Purine metabolism
ID_666	IMP cyclohydrolase	[c]: prfaca --> imp + h2o	false	C_c	0	1000	0	(purH)	Purine metabolism
ID_412	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase	[c]: 5prga + 10fthf --> 5prfga + thf	false	C_c	0	1000	0	(purN)	Purine metabolism
ID_736	ATP:dADP phosphotransferase	[c]: dadp + atp --> datp + adp	false	C_c	0	1000	0		Purine metabolism
ID_423	deoxyribose-1-phosphate isomerase	[c]: drin1p <==> 2drib1p	true	C_c	-1000	1000	0		Purine metabolism
ID_168	adenylosuccinate lyase (fumarate-forming)	[c]: asucc --> amp + fum	false	C_c	0	1000	0	(CD1334)	Purine metabolism
ID_157	GMP synthase (glutamine-hydrolysing)	[c]: xmp + glnL + atp + h2o --> gmp + gluL + ppi + amp	false	C_c	0	1000	0	(guaA)	Purine metabolism
ID_183	guanine deaminase	[c]: gua + h2o --> xan + nh3	false	C_c	0	1000	0	(guaD)	Purine metabolism
ID_728	ribonucleoside-diphosphate reductase (ADP)	[c]: adp + thioredoxred <==> dadp + thioredoxoxi + h2o	true	C_c	-1000	1000	0	(nrdE) and (nrdF) or (CD1261)	Purine metabolism
ID_682	phosphoribosylaminoimidazolecarboxamide formyltransferase	[c]: aimzcrnt + 10fthf --> prfaca + thf	false	C_c	0	1000	0	(CD0841)	Purine metabolism
ID_503	phosphoribosylaminoimidazolesuccinocarboxamide synthase	[c]: 5a15pri4c + aspL + atp --> 5pr4sc5ai + adp + pi	false	C_c	0	1000	0	(purC) or (CD0489)	Purine metabolism
ID_201	P1,P3-bis(5'-adenosyl)-triphosphate adenylohydrolase	[c]: p1p3b5adtp + h2o --> adp + amp	false	C_c	0	1000	0		Purine metabolism
ID_595	adenylosuccinate synthase	[c]: imp + gtp + aspL --> asucc + gdp + pi	false	C_c	0	1000	0	(purA)	Purine metabolism
ID_63	AMP:diphosphate phosphoribosyltransferase	[c]: ade + 5pr1dp --> amp + ppi	false	C_c	0	1000	0	(apt)	Purine metabolism
ID_437	4-imidazolonase	[c]: 4imzo + h2o <==> fgly	true	C_c	-1000	1000	0	(Spontaneous)	Purine metabolism
ID_170	ribonucleotide-triphosphate reductase (GTP)	[c]: gtp + fmnh2 --> dgtp + fmn + h2o	false	C_c	0	1000	0	(nrdD)	Purine metabolism
ID_381	ATP:GDP phosphotransferase	[c]: gdp + atp --> gtp + adp	false	C_c	0	1000	0		Purine metabolism
ID_619	xanthosine:phosphate ribosyltransferase	[c]: xtsn + pi --> xan + rib1p	false	C_c	0	1000	0	(deoD)	Purine metabolism
ID_282	adenosine:phosphate alpha-D-ribosyltransferase	[c]: adn + pi --> ade + rib1p	false	C_c	0	1000	0	(deoD)	Purine metabolism
ID_387	phosphoribosylamine-glycine ligase	[c]: 5pra + gly + atp --> 5prga + pi + adp	false	C_c	0	1000	0	(purD)	Purine metabolism
ID_739	2'-Deoxyguanosine 5'-monophosphate phosphohydrolase	[c]: dgmp + h2o --> dgsn + pi	false	C_c	0	1000	0	(CD2537)	Purine metabolism
ID_684	guanosine:phosphate alpha-D-ribosyltransferase	[c]: gsn + pi --> gua + rib1p	false	C_c	0	1000	0	(deoD)	Purine metabolism
ID_118	phosphoribosylaminoimidazole carboxylase	[c]: 5a15primz + co2 <==> 5a15pri4c	true	C_c	-1000	1000	0	(purE)	Purine metabolism
ID_679	ATP phosphohydrolase (NGAM)	[c]: atp + h2o --> adp + pi	false	C_c	0	1000	0		Purine metabolism
ID_195	xanthosine 5'-phosphate:ammonia ligase	[c]: xmp + nh3 + atp --> gmp + ppi + amp	false	C_c	0	1000	0	(guaA)	Purine metabolism
ID_703	ribonucleoside-diphosphate reductase (GDP)	[c]: gdp + thioredoxred --> dgdp + thioredoxoxi + h2o	false	C_c	0	1000	0	(nrdE) and (nrdF) or (CD1261)	Purine metabolism
ID_512	carbamate kinase	[c]: cbp + adp --> nh3 + co2 + atp	false	C_c	0	1000	0		Purine metabolism
ID_425	IMP dehydrogenase	[c]: imp + nad + h2o --> xmp + nadh + h	false	C_c	0	1000	0	(guaB)	Purine metabolism
ID_612	thioredoxin oxydation	[c]: thioredoxred --> thioredoxoxi + (2) h	false	C_c	0	1000	0	(Spontaneous)	Purine metabolism
ID_673	ATP:GTP 3'-diphosphotransferase	[c]: gtp + atp --> pppgpp + amp	false	C_c	0	1000	0	(relA)	Purine metabolism
ID_202	guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase	[c]: pppgpp + h2o --> gtp + ppi	false	C_c	0	1000	0	(relA)	Purine metabolism
ID_655	adenosine ribohydrolase	[c]: adn + h2o --> ade + ribD	false	C_c	0	1000	0	(iunH)	Purine metabolism
ID_271	(S)-dihydroorotate:NAD+ oxidoreductase	[c]: dho + nad <==> orot + nadh + h	true	C_c	-1000	1000	0	(pyrD) and (pyrK) or (pyrK) and (CD2077) or (pyrK) and (CD3179)	Pyrimidine metabolism
ID_707	(S)-dihydroorotate:fumarate oxidoreductase	[c]: dho + fum <==> orot + succ	true	C_c	-1000	1000	0	(pyrD) and (pyrK) or (CD3179) and (pyrK) or (CD2077) and (pyrK)	Pyrimidine metabolism
ID_696	dCTP:cytidine 5'-phosphotransferase	[c]: dctp + cytd <==> dcdp + cmp	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_62	ATP:dUMP phosphotransferase	[c]: atp + dump --> adp + dudp	false	C_c	0	1000	0	(CD3350)	Pyrimidine metabolism
ID_460	ribonucleotide-triphosphate reductase (UTP)	[c]: utp + fmnh2 --> dutp + fmn + h2o	false	C_c	0	1000	0	(nrdD)	Pyrimidine metabolism
ID_486	3-ureido-isobutyrate amidohydrolase	[c]: 3uib + h2o --> 3a2mp + nh3 + co2	false	C_c	0	1000	0	(CD0487)	Pyrimidine metabolism
ID_277	ribonucleotide-diphosphate reductase (UDP)	[c]: udp + thioredoxred --> dudp + thioredoxoxi + h2o	false	C_c	0	1000	0	(nrdE) and (nrdF) or (CD1261)	Pyrimidine metabolism
ID_1	phosphoenolpyruvate kinase (IDP)	[c]: pepyr + idp --> pyr + itp	false	C_c	0	1000	0	(pykF)	Pyrimidine metabolism
ID_87	ATP:CMP phosphotransferase	[c]: cmp + atp --> cdp + adp	false	C_c	0	1000	0	(cmk)	Pyrimidine metabolism
ID_715	UTP:uridine 5'-phosphotransferase	[c]: utp + uri <==> udp + uri5p	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_327	dATP:cytidine 5'-phosphotransferase	[c]: datp + cytd <==> dadp + cmp	true	C_c	-1000	1000	0	(CD0557)	Pyrimidine metabolism
ID_593	orotate phosphoribosyltransferase	[c]: 5pr1dp + orot --> orot5p + ppi	false	C_c	0	1000	0	(pyrE)	Pyrimidine metabolism
ID_582	phosphoenolpyruvate kinase (CDP)	[c]: pepyr + cdp --> pyr + ctp	false	C_c	0	1000	0	(pykF)	Pyrimidine metabolism
