COMPOUND ID	NAME	FORMULA	KEGG	STATUS IN Oh et al model	MODEL IDs	CHARGE	DELTAG (kcal/mol)	DELTAGERR (kcal/mol)														
cpd00836	S-Acetyldihydrolipoamide|6-S-Acetyldihydrolipoamide|S-acetyldihydrolipoamide|[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine|S-Acetyldihydrolipoamide-E	C10H19NO2S2	C01136|C16255	NOT IN MODEL	iAO358:cll_307|iNJ661:adhlam|iJN746:adhlam	0	-61.18	1.35														
cpd00837	S-Adenosylmethioninamine|(5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium salt|S-Adenosyl-(5')-3-methylthiopropylamine	C14H24N6O3S	C01137	ametam	iIT341:ametam|iJR904:ametam|iYO844:ametam|iND750:ametam|iNJ661:ametam|iSB619:ametam|iAF1260:ametam|iJN746:ametam	2	13.01	3.68														
cpd00840	"(3S)-3,6-Diaminohexanoate|L-beta-Lysine"	C6H15N2O2	C01142	36dahx	iAF692:36dahx|iYO844:36dahx	1	-84.04	0.56														
cpd00842	(S)-3-Hydroxybutanoyl-CoA|(S)-3-Hydroxybutyryl-CoA	C25H39N7O18P3S	C01144	3hbycoa	iAbaylyiv4:CPD-650|iYO844:3hbycoa|iSB619:3hbcoa|iAF1260:3hbcoa|iJN746:3hbcoa	-3	-820.63	3.57														
cpd00843	2-Hydroxy-3-oxopropanoate|Tartronate semialdehyde|tartronate semialdehyde	C3H3O4	C01146	2h3opp	iJR904:2h3oppan|iAbaylyiv4:TARTRONATE-S-ALD|iYO844:2h3opp|iAF1260:2h3oppan|iJN746:2h3oppan	-1	-149.92	0.28														
cpd00854	"3,4-Dihydroxyphenylacetate|3,4-Dihydroxyphenylacetic acid|3,4-Dihydroxyphenyl acetate|3,4-Dihydroxyphenyl acetic acid|Homoprotocatechuate"	C8H7O4	C01161	NOT IN MODEL		-1	-128.84	1.07														
cpd00858	L-Glutamate 5-semialdehyde|L-Glutamate gamma-semialdehyde|L-Glutamate5-semialdehyde|L-glutamate-gamma-semialdehyde|L-glutamate 5-semialdehyde|l-glutamate gamma-semialdehyde	C5H9NO3	C01165	glu5sa	iJR904:glu5sa|iAO358:cll_116|iAG612:cbs_404|iAF692:glu5sa|iSB619:glu5sa|iAF1260:glu5sa|iIT341:glu5sa|iAbaylyiv4:L-GLUTAMATE_GAMMA-SEMIALDEHYDE|iND750:glu5sa|iYO844:glu5sa|iNJ661:glu5sa|iJN746:glu5sa	0	-111.43	0.36														
cpd00860	S-Succinyldihydrolipoamide|S-Succinyldihydrolipoamide-E|[Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine	C12H20NO4S2	C01169|C16254	NOT IN MODEL	iND750:sdhlam|iNJ661:sdhlam|iSB619:sdhlam|iJN746:sdhlam	-1	-137.39	1.43														
cpd00861	UDP-N-acetyl-D-mannosamine	C17H25N3O17P2	C01170	uacmam	iJR904:uacmam|iAF692:uacmam|iYO844:uacmam|iSB619:uacmam|iAF1260:uacmam	-2	-756.90	3.24														
cpd00863	beta-D-Glucose 6-phosphate|beta-D-glucose 6-phosphate	C6H12O9P	C01172	g6p-B	iAbaylyiv4:GLC-6-P|iAO358:cll_87|iYO844:g6p-B|iND750:g6p-B|iPS189:g6p-B|iJN746:g6p-B	-1	-430.78	1.51														
cpd00867	Inositol 1-phosphate|myo-Inositol 1-phosphate|1D-myo-Inositol 1-phosphate|D-myo-Inositol 1-phosphate|1D-myo-Inositol 1-monophosphate	C6H12O9P	C01177	mi1p-D	iJR904:mi1p-D|iAF692:mi1p-D|iYO844:mi1p-D|iND750:mi1p-D|iNJ661:mi1p-D|iSB619:mi1p-D|iAF1260:mi1p-D	-1	-432.46	1.45														
cpd00868	3-(4-Hydroxyphenyl)pyruvate|4-Hydroxyphenylpyruvate|p-Hydroxyphenylpyruvic acid|3--4-Hydroxyphenylpyruvate|4-hydroxyphenylpyruvate|p-hydroxyphenylpyruvate	C9H7O4	C01179	34hpp	iJR904:34hpp|iAO358:cll_39|iAG612:cbs_125|iAF692:34hpp|iSB619:34hpp|iAF1260:34hpp|iIT341:34hpp|iAbaylyiv4:P-HYDROXY-PHENYLPYRUVATE|iND750:34hpp|iYO844:34hpp|iNJ661:34hpp|iJN746:34hpp	-1	-115.30	0.90														
cpd00869	4-Methylthio-2-oxobutanoic acid|2-keto-4-methylthiobutyrate|4-Methylthio-2-oxobutanoate|4-methylthio 2-oxobutyrate	C5H7O3S	C01180	2kmb	iIT341:2kmb|iJR904:2kmb|iAO358:cll_47|iAG612:cbs_19|iYO844:2kmb|iSB619:2kmb|iAF1260:2kmb|iJN746:2kmb	-1	-100.68	0.82														
cpd00870	4-Trimethylammoniobutanoate	C7H15NO2	C01181	NOT IN MODEL		0	-27.79	1.98														
cpd00873	Nicotinate D-ribonucleotide|beta-Nicotinate D-ribonucleotide|Nicotinate ribonucleotide|Nicotinic acid ribonucleotide|NicotinateD-ribonucleotide|nicotinate ribonucleotide	C11H13NO9P	C01185	nicrnt	iJR904:nicrnt|iAO358:cll_407|iAF692:nicrnt|iSB619:nicrnt|iAF1260:nicrnt|iIT341:nicrnt|iAbaylyiv4:NICOTINATE_NUCLEOTIDE|iND750:nicrnt|iYO844:nicrnt|iPS189:nicrnt|iNJ661:nicrnt|iJN746:nicrnt	-1	-380.18	1.95														
cpd00876	3-Hydroxy-2-methylpropanoate|3-Hydroxyisobutyrate|3-Hydroxyisobutyric acid|(S)-3-Hydroxyisobutyrate|3-hydroxy-isobutyrate	C4H7O3	C01188|C06001	3hmp	iAbaylyiv4:3-HYDROXY-ISOBUTYRATE|iAG612:cbs_112|iYO844:3hmp|iJN746:3hmp	-1	-121.55	0.27														
cpd00885	"myo-Inositol hexakisphosphate|Phytic acid|Phytate|1D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate|D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate|myo-Inositol 1,2,3,4,5,6-hexakisphosphate|Inositol 1,2,3,4,5,6-hexakisphosphate|1D-myo-Inositol hexakisphosphate"	C6H12O24P6	C01204	inoshp	iYO844:inoshp|iAF1260:minohp	-6	-1494.96	1.61														
cpd00890	UDP-N-acetylmuramoyl-L-alanine|udp-n-acetylmuramoyl-l-alanine	C23H33N4O20P2	C01212	uama	iJR904:uama|iAO358:cll_281|iSB619:uama|iAF1260:uama|iIT341:uama|iAbaylyiv4:UDP-ACETYLMURAMOYL-ALA|iYO844:uama|iNJ661:uama|iJN746:uama	-3	-851.04	3.53														
cpd00897	CDP-4-dehydro-6-deoxy-D-glucose	C15H21N3O15P2	C01219	NOT IN MODEL		-2	-667.37	3.00														
cpd00906	all-trans-Hexaprenyl diphosphate	C30H50O7P2	C01230	hexdp	iYO844:hexdp|iSB619:hexdp	-2	-298.73	3.04														
cpd00908	sn-glycero-3-Phosphoethanolamine|Glycerophosphoethanolamine|sn-Glycero-3-phosphoethanolamine	C5H14NO6P	C01233	g3pe	iJR904:g3pe|iYO844:g3pe|iNJ661:g3pe|iSB619:g3pe|iAF1260:g3pe	0	-311.69	0.66														
cpd00911	"D-Glucono-1,5-lactone 6-phosphate|6-Phospho-D-glucono-1,5-lactone|6-phospho-D-glucono-1,5-lactone|D-glucono-1,5-lactone 6-phosphate|6-phospho-D-glucono-1-5-lactone"	C6H10O9P	C01236	6pgl	iJR904:6pgl|iAO358:cll_411|iAG612:cbs_299|iAF692:6pgl|iSB619:6pgl|iAF1260:6pgl|iIT341:6pgl|iND750:6pgl|iYO844:6pgl|iNJ661:6pgl|iJN746:6pgl	-1	-428.52	1.24														
cpd00918	N-Acetyl-L-glutamate 5-semialdehyde|2-Acetamido-5-oxopentanoate|N-acetyl-L-glutamate 5-semialdehyde	C7H10NO4	C01250	acg5sa	iJR904:acg5sa|iAO358:cll_62|iAG612:cbs_478|iAF692:acg5sa|iSB619:acg5sa|iAF1260:acg5sa|iAbaylyiv4:N-ACETYLGLUTAMATE_SEMIALDEHYDE|iND750:acg5sa|iYO844:acg5sa|iNJ661:acg5sa|iJN746:acg5sa	-1	-141.03	0.72														
cpd00922	"1,2-Didehydropiperidine-2-carboxylate|delta1-Piperideine-2-carboxylate"	C6H8NO2	C04092	NOT IN MODEL	iJN746:1pipdn2c	-1	-57.53	1.34														
cpd00930	3-(Imidazol-4-yl)-2-oxopropyl phosphate|Imidazole-acetol phosphate|imidazole-acetol- phosphate|imidazole-acetol-phosphate|3-(imidazol-4-yl)-2-oxopropyl phosphate|imidazole acetol-phosphate	C6H8N2O5P	C01267	imacp	iJR904:imacp|iAO358:cll_224|iAG612:cbs_283:cbs_369|iAF692:imacp|iSB619:imacp|iAF1260:imacp|iAbaylyiv4:IMIDAZOLE-ACETOL-P|iND750:imacp|iYO844:imacp|iNJ661:imacp|iJN746:imacp	-1	-242.14	1.13														
cpd00931	"5-Amino-6-(5'-phosphoribosylamino)uracil|5-Amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate|5-Amino-6-(5-phosphoribosylamino)uracil|5-Amino-6--5-phosphoribosylaminouracil|5-amino-6-(5-phosphoribosylamino)uracil|5-amino-6-(ribosylamino)-2,4-(1h,3h)-pyrimidinedione 5'-phosphate"	C9H14N4O9P	C01268	5apru	iJR904:5apru|iAO358:cll_354|iSB619:5apru|iAF1260:5apru|iIT341:5apru|iAbaylyiv4:AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE-P|iND750:5apru|iYO844:5apru|iNJ661:5apru|iJN746:5apru	-1	-394.67	2.14														
cpd00932	5-O-(1-Carboxyvinyl)-3-phosphoshikimate|O5-(1-Carboxyvinyl)-3-phosphoshikimate|5-O--1-Carboxyvinyl-3-phosphoshikimate|5-O-(1-carboxyvinyl)-3-phosphoshikimate	C10H10O10P	C01269	3psme	iJR904:3psme|iAO358:cll_69|iAF692:3psme|iSB619:3psme|iAF1260:3psme|iIT341:3psme|iAbaylyiv4:3-ENOLPYRUVYL-SHIKIMATE-5P|iND750:3psme|iYO844:3psme|iNJ661:3psme|iJN746:3psme	-3	-427.57	1.20														
cpd00939	4-Amino-5-hydroxymethyl-2-methylpyrimidine|Toxopyrimidine|4-Amino-2-methyl-5-pyrimidinemethanol	C6H9N3O	C01279	4ahmmp	iJR904:4ahmmp|iAF692:4ahmmp|iYO844:4ahmmp|iND750:4ahmmp|iNJ661:4ahmmp|iAF1260:4ahmmp|iJN746:4ahmmp	0	8.46	1.68														
cpd00946	N-Acetyl-D-glucosaminyldiphosphoundecaprenol|Undecaprenyl diphospho N-acetyl-glucosamine	C63H103NO12P2	C01289	NOT IN MODEL	iJR904:unaga|iNJ661:unaga|iAF1260:unaga	-2	-309.41	5.86														
cpd00947	"beta-D-Galactosyl-1,4-beta-D-glucosylceramide|Lactosylceramide|Gal-beta1->4Glc-beta1->1'Cer|LacCer|Lactosyl-N-acylsphingosine|D-Galactosyl-1,4-beta-D-glucosylceramide"	C31H56NO13R	C01290	NOT IN MODEL		0	UNKNOWN	UNKNOWN														
cpd00954	"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine|2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine|2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridine|6-hydroxymethyl dihydropterin"	C7H9N5O2	C01300	2ahhmp	iJR904:6hmhpt|iAO358:cll_178|iAF692:6hmhpt|iSB619:6hmhpt|iAF1260:6hmhpt|iIT341:2ahhmp|iAbaylyiv4:AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE|iND750:2ahhmp|iYO844:2ahhmp|iNJ661:2ahhmp:6hmhpt|iJN746:2ahhmp	0	-3.11	2.82														
cpd00956	1-(2-Carboxyphenylamino)-1'-deoxy-D-ribulose 5'-phosphate|1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate|1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate|1--2-Carboxyphenylamino-1-deoxy-D-ribulose5-phosphate|1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C12H14NO9P	C01302|C10528	2cpr5p	iJR904:2cpr5p|iAO358:cll_373|iAG612:cbs_10|iAF692:2cpr5p|iSB619:2cpr5p|iAF1260:2cpr5p|iIT341:2cpr5p|iAbaylyiv4:CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P|iND750:2cpr5p|iYO844:2cpr5p|iNJ661:2cpr5p|iJN746:2cpr5p	-2	-392.53	1.14														
cpd00957	"2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone|2,5-Diamino-6-hydroxy-4-(5'-phosphoribosylamino)-pyrimidine|2-5-Diamino-6-hydroxy-4--5-phosphoribosylamino-pyrimidine|2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate|2,5-diamino-6-(ribosylamino)-4-(3h)-pyrimidinone 5'-phosphate|2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine"	C9H15N5O8P	C01304	25dhpp	iJR904:25drapp|iAO358:cll_348|iAF692:25dhpp|iSB619:25dhpp|iAF1260:25drapp|iIT341:25dhpp|iAbaylyiv4:DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR|iND750:25dhpp|iYO844:25dhpp|iNJ661:25dhpp:25drapp|iJN746:25dhpp	-1	-338.54	2.10														
cpd00971	Sodium|Na+|na+	Na	C01330	na1	iJR904:na1|iAO358:cll_290|iAG612:cbs_460|iAF692:na1|iSB619:na1|iAF1260:na1|iIT341:na1|iAbaylyiv4:NA+|iND750:na1|iYO844:na1|iNJ661:na1|iJN746:na1	1	UNKNOWN	UNKNOWN														
cpd00972	XDP	C10H12N4O12P2	C01337	NOT IN MODEL	iAF1260:xdp	-2	-572.43	2.79														
cpd00976	dIDP|2'-Deoxyinosine-5'-diphosphate|2'-Deoxyinosine 5'-diphosphate	C10H12N4O10P2	C01344	NOT IN MODEL	iAF1260:didp	-2	-481.74	2.69														
cpd00977	dITP|2'-Deoxyinosine-5'-triphosphate|2'-Deoxyinosine 5'-triphosphate	C10H12N4O13P3	C01345	NOT IN MODEL	iPS189:ditp|iAF1260:ditp	-3	-689.74	2.70														
cpd00978	dUDP|2'-Deoxyuridine 5'-diphosphate|dudp	C9H12N2O11P2	C01346	dudp	iJR904:dudp|iAO358:cll_297|iAG612:cbs_319|iAF692:dudp|iSB619:dudp|iAF1260:dudp|iIT341:dudp|iAbaylyiv4:DUDP|iND750:dudp|iYO844:dudp|iPS189:dudp|iNJ661:dudp|iJN746:dudp	-2	-565.93	1.80														
cpd00982	FADH2|Flavin adenine dinucleotide reduced|Flavinadeninedinucleotidereduced|fadh2	C27H33N9O15P2	C01352	fadh2	iJR904:fadh2|iAO358:cll_189|iAG612:cbs_102|iSB619:fadh2|iAF1260:fadh2|iIT341:fadh2|iAbaylyiv4:FADH2|iND750:fadh2|iYO844:fadh2|iNJ661:fadh2|iJN746:fadh2	-2	-538.18	5.11														
cpd00988	3'-AMP|3'-Adenylic acid|3'-Adenosine monophosphate|Adenosine-3'-monophosphate|Adenosine 3'-phosphate|AMP 3'-phosphate	C10H13N5O7P	C01367	3amp	iYO844:3amp|iAF1260:3amp	-1	-257.85	3.03														
cpd00989	3'-UMP|Uridine 3'-monophosphate|Uridine 3'-phosphate	C9H12N2O9P	C01368	3ump	iYO844:3ump|iAF1260:3ump	-1	-397.77	1.88														
cpd01011	Butanal|Butyraldehyde	C4H8O	C01412	btal	iYO844:btal|iAF1260:btal	0	-30.81	0.26														
cpd01012	Cadmium|Cd2+	Cd	C01413	cd2	iAF692:cd2|iYO844:cd2|iAF1260:cd2	2	UNKNOWN	UNKNOWN														
cpd01017	Cys-Gly|L-Cysteinylglycine	C5H10N2O3S	C01419	cgly	iIT341:cgly|iYO844:cgly|iND750:cgly|iPS189:cgly|iNJ661:cgly|iAF1260:cgly	0	-113.97	0.96														
cpd01030	Salicin|Salicoside|salicin	C13H18O7	C01451	salcn	iAG612:cbs_504|iYO844:salcn|iPS189:salcn|iSB619:salcn	0	-206.24	1.81														
cpd01048	Arsenic acid|Orthoarsenic acid|Arsenate ion|Arsenate|arsenate	HO4As	C01478|C11215	arsna	iYO844:arsna|iAF1260:aso4	-2	UNKNOWN	UNKNOWN														
cpd01055	D-Allose	C6H12O6	C01487	NOT IN MODEL	iAF1260:all-D	0	-218.28	1.54														
cpd01080	Octadecanoic acid|Stearate|Stearic acid|octadecanoate|stearate	C18H35O2	C01530	ocdca	iJR904:ocdca|iAbaylyiv4:C18:0|iAO358:cll_429:cll_450|iYO844:ocdca|iND750:ocdca|iAF1260:ocdca	-1	-60.83	1.41														
cpd01092	Allantoin|(S)-Allantoin|5-Ureidohydantoin|Glyoxyldiureide|(S)(+)-Allantoin|allantoin	C4H6N4O3	C01551|C02350	alltn	iJR904:alltn|iAG612:cbs_185|iYO844:alltn|iND750:alltn|iAF1260:alltn	0	-116.06	1.97														
cpd01101	Carbamate|Carbamic acid|Aminoformic acid	CH2NO2	C01563	NOT IN MODEL		-1	-95.70	0.50														
cpd01132	Puromycin	C22H30N7O5	C01610	pur	iYO844:pur	1	-13.77	3.44														
cpd01133	Stachyose	C24H42O21	C01613	stchs	iYO844:stchs	0	-694.61	5.75														
cpd01150	Acrylamide|2-Propenamide|acrylamide	C3H5NO	C01659	NOT IN MODEL	iIT341:aa	0	-22.54	0.69														
cpd01155	"Cadaverine|1,5-Pentanediamine|1,5-Diaminopentane|Pentamethylenediamine"	C5H16N2	C01672	15dap	iJR904:15dap|iYO844:15dap|iSB619:15dap|iAF1260:15dap|iJN746:15dap	2	-4.40	0.59														
cpd01157	Chitobiose	C16H28N2O11	C01674	chitob	iYO844:chitob	0	-365.46	3.23														
cpd01171	Galactitol|Dulcitol|Dulcose	C6H14O6	C01697	galt	iJR904:galt|iYO844:galt|iSB619:galt|iAF1260:galt	0	-225.44	0.99														
cpd01187	L-Glucitol|L-Sorbitol|D-Gulitol	C6H14O6	C01722	NOT IN MODEL	iND750:sbt-L	0	-225.44	0.99														
cpd01197	Nebularine|Purine riboside|N-D-Ribosylpurine|Purine nucleoside	C10H12N4O4	C01736|C15586	nebari	iYO844:nebari	0	-50.63	3.07														
cpd01200	Palatinose|6-O-alpha-D-Glucopyranosyl-D-fructofuranose	C12H22O11	C01742	pala	iYO844:pala	0	-377.65	2.77														
cpd01217	Xanthosine|xanthosine	C10H12N4O6	C01762	xtsn	iJR904:xtsn|iAO358:cll_153|iAF1260:xtsn|iIT341:xtsn|iAbaylyiv4:XANTHOSINE|iND750:xtsn|iYO844:xtsn|iPS189:xtsn|iNJ661:xtsn|iJN746:xtsn	0	-151.93	2.79														
cpd01242	Deoxyribose|2-Deoxy-beta-D-erythro-pentose|Thyminose|2-Deoxy-D-ribose|2-Deoxy-D-erythro-pentose	C5H10O4	C01801	drib	iYO844:drib|iND750:drib|iSB619:drib	0	-141.78	1.20														
cpd01260	Lauroyl-CoA|Lauroyl coenzyme A|Dodecanoyl-CoA|ddcoa|Dodecanoyl-CoA (n-C12:0CoA)|dodecanoyl-coa	C33H55N7O17P3S	C01832	ddcoa	iAbaylyiv4:C12:0-COA|iYO844:ddcoa|iND750:ddcacoa|iSB619:ddcacoa|iAF1260:ddcacoa|iJN746:ddcacoa	-3	-769.63	3.77														
cpd01262	Maltotriose|Amylotriose	C18H32O16	C01835	malttr	iJR904:malttr|iYO844:malttr|iAF1260:malttr	0	-535.24	4.53														
cpd01270	flavin mononucleotide reduced|Reduced FMN|FMNH2|ReducedFMN|fmnh2	C17H22N4O9P	C01847	fmnRD	iIT341:fmnh2|iAbaylyiv4:FMNH2|iAG612:cbs_515|iYO844:fmnRD|iSB619:fmnh2|iAF1260:fmnh2|iJN746:fmnh2	-1	-346.33	3.06														
cpd01293	5-Oxoproline|Pyroglutamic acid|5-Pyrrolidone-2-carboxylic acid|Pyroglutamate|5-Oxo-L-proline|L-Pyroglutamic acid|L-5-Pyrrolidone-2-carboxylic acid	C5H6NO3	C01879	NOT IN MODEL	iAF692:5oxpro|iNJ661:5oxpro	-1	-110.12	0.89														
cpd01298	Aminoacetone|1-Amino-2-propanone	C3H8NO	C01888	NOT IN MODEL	iAF1260:aact	1	-36.68	0.30														
cpd01311	Dethiobiotin|Desthiobiotin|dethiobiotin	C10H17N2O3	C01909	dtbt	iJR904:dtbt|iAF692:dtbt|iSB619:dtbt|iAF1260:dtbt|iIT341:dtbt|iAbaylyiv4:DETHIOBIOTIN|iND750:dtbt|iYO844:dtbt|iNJ661:dtbt	-1	-115.31	1.45														
cpd01318	"Glycocholate|Glycocholic acid|3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-oylglycine"	C26H42NO6	C01921	NOT IN MODEL		-1	-196.57	7.14														
cpd01324	L-Histidinal|L-histidinal	C6H10N3O	C01929	NOT IN MODEL	iAbaylyiv4:HISTIDINAL|iAG612:cbs_412	1	7.07	1.14														
cpd01335	Octanoyl-CoA|Octanoyl-CoA (n-C8:0CoA)|octanoyl-coa	C29H47N7O17P3S	C01944	occoa	iAbaylyiv4:C8:0-COA|iYO844:occoa|iND750:occoa|iNJ661:occoa|iSB619:occoa|iAF1260:occoa|iJN746:occoa	-3	-776.11	3.65														
cpd01415	Thioglycolate|Mercaptoacetic acid|Mercaptoethanoic acid|Thioglycolic acid	C2H3O2S	C02086	thiog	iYO844:thiog	-1	-82.22	0.65														
cpd01419	Ureidoglycine|ureidoglycine	C3H7N3O3	C02091	NOT IN MODEL	iAG612:cbs_184	0	-128.73	0.98														
cpd01441	Acetyl-maltose	C14H24O12	C02130	acmalt	iYO844:acmalt|iSB619:acmalt|iAF1260:acmalt	0	-414.21	3.01														
cpd01465	Leukotriene C4	C30H45N3O9S	C02166	NOT IN MODEL		-2	-223.81	2.89														
cpd01476	Protoporphyrin|Protoporphyrin IX|Porphyrinogen IX|protoporphyrin ix	C34H32N4O4	C02191	ppp9	iJR904:ppp9|iAF692:ppp9|iSB619:ppp9|iAF1260:ppp9|iIT341:ppp9|iAbaylyiv4:PROTOPORPHYRIN_IX|iND750:ppp9|iYO844:ppp9|iNJ661:ppp9|iJN746:ppp9	-2	UNKNOWN	UNKNOWN														
cpd01501	"2-Methylcitrate|2-Hydroxybutane-1,2,3-tricarboxylate|(2R,3S)-2-Hydroxybutane-1,2,3-tricarboxylate|2-methyl-citrate|2-methylcitrate"	C7H7O7	C02225	2mcit	iJR904:2mcit|iAbaylyiv4:CPD-622|iAG612:cbs_104|iYO844:2mcit|iND750:2mcit|iAF1260:2mcit|iJN746:2mcit	-3	-280.63	0.51														
cpd01507	3-Oxoadipyl-CoA	C27H38N7O20P3S	C02232	NOT IN MODEL	iAbaylyiv4:3-KETO-ADIPYL-COA|iJN746:oxadpcoa	-4	-888.82	3.61														
cpd01553	Salicyl alcohol|Saligenin|2-Hydroxybenzyl alcohol|2-(Hydroxymethyl)phenol|2-(hydroxymethyl)phenol|salicyl alcohol	C7H8O2	C02323	2hxmp	iAbaylyiv4:CPD-173|iAO358:cll_88|iAG612:cbs_507|iYO844:2hxmp|iSB619:2hymeph	0	-47.76	0.89														
cpd01556	UDP-L-iduronate	C15H19N2O18P2	C02330	NOT IN MODEL		-3	-805.77	3.09														
cpd01567	(R)(-)-Allantoin|(R)-Allantoin	C4H6N4O3	C02348	NOT IN MODEL		0	-116.06	1.97														
cpd01570	"2',3'-Cyclic AMP"	C10H11N5O6P	C02353	23camp	iYO844:23camp|iAF1260:23camp	-1	-193.43	3.79														
cpd01571	"2',3'-Cyclic CMP"	C9H11N3O7P	C02354	23ccmp	iYO844:23ccmp|iAF1260:23ccmp	-1	-280.96	2.97														
cpd01572	"2',3'-Cyclic UMP"	C9H10N2O8P	C02355	23cump	iYO844:23cump|iAF1260:23cump	-1	-333.35	2.95														
cpd01620	Precorrin 2|Dihydrosirohydrochlorin|dihydrosirohydrochlorin	C42H40N4O16	C02463	dscl	iAbaylyiv4:DIHYDROSIROHYDROCHLORIN|iAF692:dscl|iYO844:dscl|iNJ661:dscl:pre2|iSB619:dscl|iAF1260:dscl|iJN746:dscl	-8	UNKNOWN	UNKNOWN														
cpd01622	Trimetaphosphate	O9P3	C02466	tmp	iYO844:tmp	-3	-570.00	2.87														
cpd01646	(2S)-2-Isopropylmalate|2-Isopropylmalate|2-Isopropylmalic acid|3-Carboxy-3-hydroxy-4-methylpentanoate|3-Carboxy-3-hydroxy-isocaproate|3-Carboxy-3-hydroxyisocaproate|2-Hydroxy-2-isopropylbutanedioate|3-Hydroxy-4-methyl-3-carboxypentanoate|2-isopropylmalate|3-carboxy-3-hydroxy-isocaproate	C7H10O5	C02504	3c3hmp	iJR904:3c3hmp|iAO358:cll_254|iAG612:cbs_155|iAF692:3c3hmp|iSB619:3c3hmp|iAF1260:3c3hmp|iAbaylyiv4:3-CARBOXY-3-HYDROXY-ISOCAPROATE|iND750:3c3hmp|iYO844:3c3hmp|iNJ661:3c3hmp|iJN746:3c3hmp	-2	-201.18	0.48														
cpd01647	2-Phenylacetamide	C8H9NO	C02505	NOT IN MODEL	iIT341:pad|iND750:pad	0	-7.44	0.93														
cpd01651	3-Cyano-L-alanine|L-3-Cyanoalanine|L-beta-Cyanoalanine	C4H6N2O2	C02512	NOT IN MODEL		0	-73.15	4.93														
cpd01662	Butanoylphosphate|Butanoyl phosphate	C4H8O5P	C02527	butpi	iYO844:butpi|iPS189:butpi	-1	-298.41	0.32														
cpd01663	"Chenodeoxycholate|Chenodeoxycholic acid|3alpha,7alpha-Dihydroxy-5beta-cholanic acid|Chenodiol"	C24H39O4	C02528	NOT IN MODEL		-1	-126.15	7.14														
cpd01665	D-O-Phosphoserine	C3H7NO6P	C02532	pser-D	iIT341:pser_D|iYO844:pser-D	-1	-336.65	0.33														
cpd01693	Sucrose 6-phosphate|Sucrose 6F-phosphate|sucrose-6-phosphate|sucrose 6-phosphate|Sucrose-6-phosphate|6-Phosphosucrose|6-O-Phosphonosucrose|beta-D-Fructofuranosyl-6-O-phosphono-alpha-D-glucopyranoside	C12H22O14P	C02591|C16688	suc6p	iJR904:suc6p|iAO358:cll_409|iAG612:cbs_362|iYO844:suc6p|iPS189:suc6p|iSB619:suc6p|iAF1260:suc6p	-1	-590.15	2.73														
cpd01695	Tetradecanoyl-CoA|Myristoyl-CoA|Tetradecanoyl-CoA (n-C14:0CoA)|tetradecanoyl-coa	C35H59N7O17P3S	C02593	tdcoa	iAbaylyiv4:C14:0-COA|iYO844:tdcoa|iND750:tdcoa|iNJ661:tdcoa|iSB619:tdcoa|iAF1260:tdcoa|iJN746:tdcoa	-3	-766.39	3.84														
cpd01710	2-Isopropylmaleate|beta-Isopropylmaleate|2-isopropylmaleate	C7H8O4	C02631	2ippm	iJR904:2ippm|iAO358:cll_256|iAG612:cbs_79|iAF692:2ippm|iSB619:2ippm|iAF1260:2ippm|iND750:2ippm|iYO844:2ippm|iNJ661:2ippm|iJN746:2ippm	-2	-143.02	0.75														
cpd01716	3-Dehydroshikimate|3-dehydroshikimate|3-dehydro-shikimate	C7H7O5	C02637	3dhsk	iJR904:3dhsk|iAG612:cbs_108|iAF692:3dhsk|iSB619:3dhsk|iAF1260:3dhsk|iIT341:3dhsk|iAbaylyiv4:3-DEHYDRO-SHIKIMATE|iND750:3dhsk|iYO844:3dhsk|iNJ661:3dhsk|iJN746:3dhsk	-1	-166.28	0.93														
cpd01727	6-Carboxyhexanoate|Pimelate|Pimelic acid|Heptanedioic acid|pimelate	C7H10O4	C02656	pime	iIT341:pime|iAbaylyiv4:CPD-205|iYO844:pime|iSB619:pime	-2	-158.10	0.49														
cpd01747	Indole-3-acetamide	C10H10N2O	C02693	NOT IN MODEL	iND750:iad	0	18.61	1.64														
