REACTION ID	NAME	REACTION DEFINITION	REACTION EQUATION	ENZYME	ASSOCIATED PEG	SUBSYSTEM CLASS	REACTION CLASS	KEGG	STATUS IN Oh et al model	MODEL IDs	DELTAG (kcal/mol)	DELTAGERR (kcal/mol)	MMDELTAG (kcal/mol)	PREDICTED DIRECTIONALITY	THERMODYNAMIC CLASS
rxn05634	propionate transport in/out via proton symport	H+[e] + Propanoate[e] <=> H+ + Propanoate	cpd00067[e] + cpd00141[e] <=> cpd00067 + cpd00141	TC-2.A.20|2.A.20	BIOLOGIN	Membrane Transport	Negative variable		PPAt6	iYO844:PPAt6|iPS189:PPAt6	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05635	diphosphate transport in via ABC system	ATP + PPi[e] + H2O => ADP + Phosphate + H+ + PPi	cpd00002 + cpd00012[e] + cpd00001 => cpd00008 + cpd00009 + cpd00067 + cpd00012		MANUAL	Membrane Transport	Positive variable		PPIabc	iYO844:PPIabc	-6.82	0.72	-10.92	=>	IRREVERSIBLE ABC TRANSPORTER
rxn05636	Uric acid permease	H+[e] + Urate[e] <=> H+ + Urate	cpd00067[e] + cpd00300[e] <=> cpd00067 + cpd00300		peg.3249+peg.3250	Membrane Transport	Blocked		PRIt2	iAG612:rbs_578:rbs_579|iYO844:PRIt2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05639	D-O-Phosphoserine transport in/out via proton symport	H+[e] + D-O-Phosphoserine[e] <=> H+ + D-O-Phosphoserine	cpd00067[e] + cpd01665[e] <=> cpd00067 + cpd01665		BIOLOGIN	Membrane Transport	Blocked		PSER_Dt6	iYO844:PSER_Dt6	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05640	O-Phospho-L-serine transport in via proton symport	H+[e] + phosphoserine[e] <=> H+ + phosphoserine	cpd00067[e] + cpd00738[e] <=> cpd00067 + cpd00738		BIOLOGIN	Membrane Transport	Negative variable		PSER_Lt6	iYO844:PSER_Lt6	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05641	Puromycin efflux  via ABC system	ATP + H2O + Puromycin => ADP + Phosphate + H+ + Puromycin[e]	cpd00002 + cpd00001 + cpd01132 => cpd00008 + cpd00009 + cpd00067 + cpd01132[e]		peg.308	Membrane Transport	Blocked		PURabc1	iYO844:PURabc1	-6.82	0.72	-10.92	=>	IRREVERSIBLE ABC TRANSPORTER
rxn05643	Raffinose transport in via proton symport	H+[e] + Melitose[e] <=> H+ + Melitose	cpd00067[e] + cpd00382[e] <=> cpd00067 + cpd00382		BIOLOGIN	Membrane Transport	Blocked		RAFFINt2	iYO844:RAFFINt2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05644	D-ribose transport out via ABC system	ATP + H2O + D-Ribose => ADP + Phosphate + H+ + D-Ribose[e]	cpd00002 + cpd00001 + cpd00105 => cpd00008 + cpd00009 + cpd00067 + cpd00105[e]	TC-3.A.1.2|3.A.1.2	peg.3600+peg.3601+peg.3602+peg.3603	Carbohydrates	Positive variable		RIBabc1	iYO844:RIBabc1	-6.82	0.72	-10.92	=>	IRREVERSIBLE ABC TRANSPORTER
rxn05645	riboflavin transport in/out via proton symport|riboflavin transport in via proton symport	H+[e] + RIBF[e] <=> H+ + RIBF	cpd00067[e] + cpd00220[e] <=> cpd00067 + cpd00220		peg.2309	Membrane Transport	Negative variable		RIBFLVt6	iAO358:rll_561|iAF692:RIBFLVt2|iYO844:RIBFLVt6|iND750:RIBFLVt2|iPS189:RIBFLVt2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05646	L-rhamnose transport via proton symport	H+[e] + L-Rhamnose[e] <=> H+ + L-Rhamnose	cpd00067[e] + cpd00396[e] <=> cpd00067 + cpd00396		peg.697+peg.698+peg.699|peg.711	Membrane Transport	Blocked		RMNt	iJR904:RMNt|iYO844:RMNt	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05647	salicin transport via PEP:Pyr PTS	PEP + Salicin[e] <=> Pyruvate + Salicin-6P	cpd00061 + cpd01030[e] <=> cpd00020 + cpd03698		peg.1392+peg.1393+peg.3932	Membrane Transport	Blocked		SALCpts	iYO844:SALCpts|iPS189:SALCpts|iSB619:SALCpts	-9.11	0.64	-9.11	<=>	REVERSIBLE BY POINTS
rxn05648	D-sorbitol transport in via proton symport	H+[e] + Sorbitol[e] <=> H+ + Sorbitol	cpd00067[e] + cpd00588[e] <=> cpd00067 + cpd00588		peg.616	Membrane Transport	Negative variable		SBTt2	iAG612:rbs_549|iYO844:SBTt2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05649	D-serine transport in/out via proton symport|D-serine transport via proton symport|DSERt2|D-serinetransportviaprotonsymport	H+[e] + D-Serine[e] <=> H+ + D-Serine	cpd00067[e] + cpd00550[e] <=> cpd00067 + cpd00550	TC-2.A.3.1|2.A.3.1	peg.562|peg.2712	Membrane Transport	Blocked		SER_Dt6	iIT341:DSERt2|iJR904:DSERt2r|iYO844:SER_Dt6|iNJ661:DSERt2r	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05651	sulfate transport in via proton symport	H+[e] + SLF[e] <=> H+ + SLF	cpd00067[e] + cpd00048[e] <=> cpd00067 + cpd00048	TC-2.A.53|2.A.53	peg.1560|peg.158|peg.3472	Membrane Transport	Positive variable		SO4t2	iAG612:rbs_557|iAF692:SO4t2|iYO844:SO4t2|iPS189:SO4t2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05653	L-sorbose reversible transport	L-Sorbose[e] <=> L-Sorbose	cpd00212[e] <=> cpd00212		BIOLOGIN	Membrane Transport	Negative variable		SRB_Lt	iYO844:SRB_Lt|iND750:SRB_Lt	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05654	succinate transporter in/out via proton symport|succinate transport via proton symport|Succinate efflux via proton symport|SUCCt2r|succinatetransportviaprotonsymport	H+[e] + Succinate[e] <=> H+ + Succinate	cpd00067[e] + cpd00036[e] <=> cpd00067 + cpd00036	TC-2.A.56|2.A.56	peg.444+peg.447	Membrane Transport	Negative variable		SUCCt6	iIT341:SUCCt2r|iJR904:SUCCt2b|iAG612:rbs_552|iYO844:SUCCt6|iND750:SUCCt2r|iNJ661:SUCCt2r	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05655	sucrose transport via PEP:Pyr PTS|sucrose-specific PTS system IIBC component	PEP + SUCR[e] <=> Pyruvate + 6-Phosphosucrose	cpd00061 + cpd00076[e] <=> cpd00020 + cpd01693		peg.1392+peg.1393+peg.3810	Membrane Transport	Blocked		SUCpts	iJR904:SUCpts|iAO358:rll_479|iYO844:SUCpts|iPS189:SUCpts|iSB619:SUCpts	-9.11	0.64	-9.11	<=>	REVERSIBLE BY POINTS
rxn05656	sulfoacetate transport via ABC system	ATP + H2O + Sulfoacetate[e] => ADP + Phosphate + H+ + Sulfoacetate	cpd00002 + cpd00001 + cpd09878[e] => cpd00008 + cpd00009 + cpd00067 + cpd09878		peg.882+peg.883+peg.884	Membrane Transport	Blocked		SULAabc	iYO844:SULAabc	-6.82	0.72	-10.92	=>	IRREVERSIBLE ABC TRANSPORTER
rxn05657	thioglycolate transport via ABC system	ATP + H2O + Thioglycolate[e] => ADP + Phosphate + H+ + Thioglycolate	cpd00002 + cpd00001 + cpd01415[e] => cpd00008 + cpd00009 + cpd00067 + cpd01415		MANUAL	Membrane Transport	Blocked		THIOGabc	iYO844:THIOGabc	-6.82	0.72	-10.92	=>	IRREVERSIBLE ABC TRANSPORTER
rxn05661	TMP transport in/out via proton symport	H+[e] + Trimetaphosphate[e] <=> H+ + Trimetaphosphate	cpd00067[e] + cpd01622[e] <=> cpd00067 + cpd01622		BIOLOGIN	Membrane Transport	Negative variable		TMPt6	iYO844:TMPt6	0.00	2.00	0.00	<=	IRREVERSIBLE BY DELTAG MINMAX
rxn05663	L-tryptophan transport in via proton symport|L-tryptophan reversible transport via proton symport|TRPt2r|L-tryptophanreversibletransportviaprotonsymport	H+[e] + Tryptophan[e] <=> H+ + Tryptophan	cpd00067[e] + cpd00065[e] <=> cpd00067 + cpd00065	TC-2.A.3.1|2.A.3.1	peg.1001	Membrane Transport	Variable		TRPt2	iJR904:TRPt2r|iAO358:rll_569|iAG612:rbs_570|iSB619:TRPt2r|iIT341:TRPt2r|iND750:TRPt2r|iYO844:TRPt2|iNJ661:TRPt2r|iPS189:TRPt2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05665	UMP transport in via proton symport	H+[e] + UMP[e] <=> H+ + UMP	cpd00067[e] + cpd00091[e] <=> cpd00067 + cpd00091		BIOLOGIN	Membrane Transport	Negative variable		UMPt6	iYO844:UMPt6	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05667	Urea transport via facilitate diffusion|UREAt|EX_urea_e|Ureatransportviafacilitatediffusion|transport of urea [extraorganism-cytosol](passive)	Urea[e] <=> Urea	cpd00073[e] <=> cpd00073		BIOLOGIN	Membrane Transport	Negative variable		UREAt	iIT341:UREAt|iJR904:UREAt|iAbaylyiv4:TRANS-RXN-UREA|iAF692:UREAt|iYO844:UREAt|iSB619:UREAt	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05669	L-valine transport in via proton symport|L-valine reversible transport via proton symport	H+[e] + L-Valine[e] <=> H+ + L-Valine	cpd00067[e] + cpd00156[e] <=> cpd00067 + cpd00156		peg.2671+peg.2672+peg.2673|peg.2963	Membrane Transport	Variable		VALt2	iJR904:VALt2r|iAF692:VALt2r|iYO844:VALt2|iND750:VALt2r|iPS189:VALt2|iNJ661:VALt2r|iSB619:VALt2r	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05671	D-xylose transport in via proton symport|D-xylose proton-symporter|xyloside transporter	H+[e] + Xylose[e] <=> H+ + Xylose	cpd00067[e] + cpd00154[e] <=> cpd00067 + cpd00154		peg.1761	Membrane Transport	Negative variable		XYLt2	iJR904:XYLt2|iAO358:rll_460:rll_463|iAG612:rbs_593|iYO844:XYLt2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05672	D-glutamate transport in via proton symport	H+[e] + D-Glutamate[e] <=> H+ + D-Glutamate	cpd00067[e] + cpd00186[e] <=> cpd00067 + cpd00186		BIOLOGIN	Membrane Transport	Negative variable		GLU-Dt2	iYO844:GLU-Dt2	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05673	galacturonate transport in via proton symport|D-galacturonate transport via proton symport, reversible	H+[e] + D-Galacturonate[e] <=> H+ + D-Galacturonate	cpd00067[e] + cpd00280[e] <=> cpd00067 + cpd00280	TC-2.A.1.14|2.A.1.14	peg.1237	Membrane Transport	Blocked		GALURt2	iJR904:GALURt2r|iYO844:GALURt2	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05674	L-Citrulline transport in via proton symport	H+[e] + Citrulline[e] => H+ + Citrulline	cpd00067[e] + cpd00274[e] => cpd00067 + cpd00274		BIOLOGIN	Membrane Transport	Blocked		CITR_Lt2	iYO844:CITR_Lt2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05676	MAN6P transport in/out via proton symport	H+[e] + D-Mannose6-phosphate[e] <=> H+ + D-Mannose6-phosphate	cpd00067[e] + cpd00235[e] <=> cpd00067 + cpd00235		BIOLOGIN	Membrane Transport	Negative variable		MAN6Pt6	iYO844:MAN6Pt6	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05678	hydroquinone transport in/out via proton symport	H+[e] + Quinol[e] <=> H+ + Quinol	cpd00067[e] + cpd00415[e] <=> cpd00067 + cpd00415		GROWMATCH	Membrane Transport	Blocked		HQNt6	iYO844:HQNt6	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05679	dTMP transport in/out via proton symport	H+[e] + dTMP[e] <=> H+ + dTMP	cpd00067[e] + cpd00298[e] <=> cpd00067 + cpd00298		BIOLOGIN	Membrane Transport	Negative variable		DTMPt6	iYO844:DTMPt6	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05680	Xanthosine transport via proton symport|xanthosine transport in via proton symport	H+[e] + Xanthosine[e] <=> H+ + Xanthosine	cpd00067[e] + cpd01217[e] <=> cpd00067 + cpd01217		peg.3876|peg.3654	Membrane Transport	Negative variable		XTSNt2	iJR904:XTSNt2r|iYO844:XTSNt2|iND750:XTSNt2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05681	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible	H+[e] + 2-keto-3-deoxygluconate[e] <=> H+ + 2-keto-3-deoxygluconate	cpd00067[e] + cpd00176[e] <=> cpd00067 + cpd00176		peg.2214	Membrane Transport	Negative variable		DDGLCNt2	iJR904:DDGLCNt2r|iAG612:rbs_362|iYO844:DDGLCNt2	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05682	allantoin transport in via proton symport	H+[e] + Allantoin[e] <=> H+ + Allantoin	cpd00067[e] + cpd01092[e] <=> cpd00067 + cpd01092		peg.3654	Membrane Transport	Blocked		ALLNt2	iJR904:ALLTNt2r|iAG612:rbs_147|iYO844:ALLNt2	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05691	L-Fucose transport in via proton symport|L-fucose transport via proton symport	H+[e] + L-Fucose[e] <=> H+ + L-Fucose	cpd00067[e] + cpd00751[e] <=> cpd00067 + cpd00751		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL	iJR904:FUCt	0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05694	L-Pyroglutamic Acid transport in via proton symport	H+[e] + 5-Oxoproline[e] <=> H+ + 5-Oxoproline	cpd00067[e] + cpd01293[e] <=> cpd00067 + cpd01293		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05697	D-Psicose transport in via proton symport	H+[e] + D-Psicose[e] <=> H+ + D-Psicose	cpd00067[e] + cpd03884[e] <=> cpd00067 + cpd03884		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05699	Gentiobiose transport in via proton symport	H+[e] + Gentiobiose[e] <=> H+ + Gentiobiose	cpd00067[e] + cpd05158[e] <=> cpd00067 + cpd05158		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05700	Amygdalin transport in via proton symport	H+[e] + Amygdalin[e] <=> H+ + Amygdalin	cpd00067[e] + cpd05240[e] <=> cpd00067 + cpd05240		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05714	D-Mannosamine transport in via proton symport	H+[e] + D-Mannosamine[e] => H+ + D-Mannosamine	cpd00067[e] + cpd02241[e] => cpd00067 + cpd02241		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn05716	O-Phosphoryl-Ethanolamine transport in via proton symport	H+[e] + Phosphoethanolamine[e] <=> H+ + Phosphoethanolamine	cpd00067[e] + cpd00285[e] <=> cpd00067 + cpd00285		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05717	Tripolyphosphate transport in via proton symport	H+[e] + Triphosphate[e] <=> H+ + Triphosphate	cpd00067[e] + cpd00421[e] <=> cpd00067 + cpd00421		BIOLOGIN	Membrane Transport	Negative variable		NOT IN MODEL		0.00	2.00	0.00	<=	IRREVERSIBLE BY DELTAG MINMAX
rxn05718	Phosphoryl Choline transport in via proton symport	H+[e] + Phosphocholine[e] <=> H+ + Phosphocholine	cpd00067[e] + cpd00457[e] <=> cpd00067 + cpd00457		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05721	Adenosine- 2'-Monophosphate transport in via proton symport	H+[e] + 2'-Adenylic acid[e] <=> H+ + 2'-Adenylic acid	cpd00067[e] + cpd00700[e] <=> cpd00067 + cpd00700		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05722	Trimetaphosphate transport in via proton symport	H+[e] + TMP[e] <=> H+ + TMP	cpd00067[e] + cpd00793[e] <=> cpd00067 + cpd00793		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY POINTS
rxn05724	Cytidine- 2'- Monophosphate transport in via proton symport	H+[e] + 2'-Cytidylic acid[e] <=> H+ + 2'-Cytidylic acid	cpd00067[e] + cpd01991[e] <=> cpd00067 + cpd01991		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05727	2-Deoxy-D-Glucose 6-Phosphate transport in via proton symport	H+[e] + 2-Deoxy-D-glucose 6-phosphate[e] <=> H+ + 2-Deoxy-D-glucose 6-phosphate	cpd00067[e] + cpd03805[e] <=> cpd00067 + cpd03805		BIOLOGIN	Membrane Transport	Blocked		NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn05732	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	NAD + Palmitoyl-CoA <= H+ + NADH + (2E)-Hexadecenoyl-CoA	cpd00003 + cpd00134 <= cpd00067 + cpd00004 + cpd03126	1.3.99.3	peg.3724|peg.3287|peg.452	Fatty Acids and Lipids	Negative variable		ACOAD7	iYO844:ACOAD7|iSB619:ACOAD7	16.55	1.19	16.55	<=	IRREVERSIBLE BY DELTAG MINMAX
rxn05733	cysteine synthase (Thiosulfate)|O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)	trdrd + O-Acetyl-L-serine + H2S2O3 <=> ACET + HSO3- + trdox + L-Cysteine	cpd11421 + cpd00722 + cpd00268 <=> cpd00029 + cpd00081 + cpd11420 + cpd00084	4.2.99.8|2.5.1.47|2.5.1.49	peg.73|peg.3000	Amino Acids and Derivatives	Blocked	R04859	AHSERL4	iYO844:AHSERL4	-13.99	2.14	-18.08	<=>	REVERSIBLE BY POINTS
rxn05734	aldehyde dehydrogenase (glyoxylate, NAD)|glyoxylate oxidase	NAD + H2O + Glyoxylate <=> 2 H+ + NADH + Oxalate	cpd00003 + cpd00001 + cpd00040 <=> 2 cpd00067 + cpd00004 + cpd00180		peg.1936|peg.3888|peg.3991|peg.735|peg.3801	Carbohydrates	Positive variable		ALDD30	iAG612:rbs_322:rbs_323:rbs_324|iYO844:ALDD30|iNJ661:GLXO1	-7.06	1.29	-7.06	<=>	REVERSIBLE BY POINTS
rxn05735	aldehyde dehydrogenase (aminoacetaldehyde, NAD)|aminoacetaldehyde dehydrogenase	NAD + H2O + Aminoacetaldehyde <=> 2 H+ + NADH + Gly	cpd00003 + cpd00001 + cpd04122 <=> 2 cpd00067 + cpd00004 + cpd00033		peg.1936|peg.3888|peg.3991|peg.735|peg.3801	Carbohydrates	Blocked		ALDD31	iAbaylyiv4:ALDHDEHYDROG-RXN|iYO844:ALDD31	-9.80	1.18	-9.80	<=>	REVERSIBLE BY POINTS
rxn05736	fatty-acid--CoA ligase (tetradecanoate)|fatty-acid--CoA ligase (tetradecanoate), peroxisomal|acyl coa transferase (c14:0)	ATP + H+ + CoA + Myristic acid => PPi + AMP + Myristoyl-CoA	cpd00002 + cpd00067 + cpd00010 + cpd03847 => cpd00012 + cpd00018 + cpd01695	6.2.1.3	peg.1027|peg.1036|peg.2859|peg.1829|peg.1720|peg.417	Fatty Acids and Lipids	Blocked		FACOAL140	iAbaylyiv4:C14:0-COATRANSFERASE-RXN|iYO844:FACOAL140|iND750:FACOAL140p:FACOAL140|iNJ661:FACOAL140	-2.49	1.23	-2.49	=>	IRREVERSIBLE BY POINTS
rxn05737	FMN-dependent monooxygenase (taurine)|FMNH2-dependent monooxygenase	O2 + FMNH2 + Taurine => H2O + FMN + HSO3- + Aminoacetaldehyde	cpd00007 + cpd01270 + cpd00210 => cpd00001 + cpd00050 + cpd00081 + cpd04122		peg.885	Sulfur Metabolism	Blocked		FDMO4	iYO844:FDMO4|iJN746:FDMOtau	-71.91	2.16	-67.82	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn05739	glycerol-3-phosphate dehydrogenase (menaquinone 7)	GLYC-3-P + Menaquinone 7 => Glycerone phosphate + mql7	cpd00080 + cpd11606 => cpd00095 + cpd11451	1.1.99.5	peg.930	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable		G3PD4	iYO844:G3PD4|iPS189:G3PD4	-17.77	2.89	-17.77	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn05740	cpd00155 phosphorylase|glycogen phosphorylase	Phosphate + H+ + Glycogen <=> Cori ester + glycogen(n-1)	cpd00009 + cpd00067 + cpd00155 <=> cpd00089 + cpd15302	2.4.1.1	peg.3097	Carbohydrates	Variable		GLCP	iJR904:GLCP|iAF692:GLCP|iYO844:GLCP|iND750:GLCP|iNJ661:GLCP|iAF1260:GLCP	-0.80	0.68	-0.80	<=>	REVERSIBLE BY MM DELTAG
rxn05746	Maltodextrin glucosidase (maltotriose)	H2O + Maltotriose <=> Glucose + Maltose	cpd00001 + cpd01262 <=> cpd00027 + cpd00179		peg.3462|peg.285	Carbohydrates	Blocked		MLTG1	iJR904:MLTG1|iYO844:MLTG1|iAF1260:MLTG1	-3.11	0.69	-7.21	<=>	REVERSIBLE BY POINTS
rxn05747	NADH dehydrogenase (Menaquinone 7 & cpd00418 proton)|NADH dehydrogenase (Menaquinone 7 & no proton)	H+ + NADH + Menaquinone 7 => NAD + mql7	cpd00067 + cpd00004 + cpd11606 => cpd00003 + cpd11451	1.6.5.3	peg.1230|peg.3216|peg.3226	Carbohydrates	Positive variable		NADH4	iYO844:NADH4	-21.53	3.07	-21.53	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn05748	nitrate reductase	2 H+ + Nitrate + mql7 <=> 2 H+[e] + H2O + Nitrite + Menaquinone 7	2 cpd00067 + cpd00209 + cpd11451 <=> 2 cpd00067[e] + cpd00001 + cpd00075 + cpd11606	1.7.99.4,	peg.3732+peg.3733+peg.3734+peg.3735	Membrane Transport	Positive variable		NTR3B	iYO844:NTR3B	-13.19	3.01	-13.19	<=>	REVERSIBLE BY POINTS
rxn05760	L-Glutamate:ferredoxin oxidoreductase (transaminating)	2 GLU + Oxidizedferredoxin <=> 2 H+ + L-Glutamine + 2-Oxoglutarate + Reducedferredoxin	2 cpd00023 + cpd11621 <=> 2 cpd00067 + cpd00053 + cpd00024 + cpd11620	1.4.7.1	peg.660	Amino Acids and Derivatives	Blocked	R00021	NOT IN MODEL		UNKNOWN	UNKNOWN	UNKNOWN	<=>	REVERSIBLE BY POINTS
rxn05958	S-(5-deoxy-D-ribos-5-yl)-L-homocysteine homocysteine-lyase|[(4S)-4,5-dihydroxypentan-2,3-dione-forming]	S-Ribosylhomocysteine <=> L-Homocysteine + 4,5-dihydroxy-2,3-pentanedione	cpd02227 <=> cpd00135 + cpd08636	4.4.1.21	peg.3070	Amino Acids and Derivatives	Positive variable	R01291	NOT IN MODEL		-3.68	1.65	-7.78	<=>	REVERSIBLE BY POINTS
rxn06023	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase|CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase|acyl-carrier protein synthase	CoA + apo-ACP <=> ACP + PAP	cpd00010 + cpd12370 <=> cpd11493 + cpd00045	2.7.8.7	peg.462+peg.1594	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R01625	ACPS1	iJR904:ACPS1|iYO844:ACPS1|iNJ661:ACPS1|iSB619:ACPS1|iAF1260:ACPS1	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn06075	2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin|2'-oxidoreductase|ribonucleoside-diphosphate reductase (UDP)|ribonucleoside-diphosphate reductase (UDP), nuclear|2'-oxidoreductase|RNDR4|ribonucleoside-diphosphate reductase alpha chain|ribonucleoside-diphosphate reductase beta chain|ribonucleoside-diphosphatereductase-UDP|udp reductase	H2O + trdox + dUDP <= UDP + trdrd	cpd00001 + cpd11420 + cpd00978 <= cpd00014 + cpd11421	1.17.4.1	peg.1741+peg.1742+peg.1743	Nucleosides and Nucleotides	Negative variable	R02018	RNDR4	iJR904:RNDR4|iAO358:rll_286:rll_290|iAG612:rbs_540|iAF692:RNDR4|iSB619:RNDR4|iAF1260:RNDR4|iIT341:RNDR4|iAbaylyiv4:UDPREDUCT-RXN|iND750:RNDR4n:RNDR4|iYO844:RNDR4|iPS189:RNDR4|iNJ661:RNDR4|iJN746:RNDR4	17.30	2.29	17.30	<=	IRREVERSIBLE BY DELTAG MINMAX
rxn06076	2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase|ribonucleoside-diphosphate reductase (CDP)|ribonucleoside-diphosphate reductase (CDP), nuclear|2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase|RNDR3|ribonucleoside-diphosphate reductase alpha chain|ribonucleoside-diphosphate reductase beta chain|ribonucleoside-diphosphatereductase-CDP|cdp reductase	dCDP + H2O + trdox <= CDP + trdrd	cpd00533 + cpd00001 + cpd11420 <= cpd00096 + cpd11421	1.17.4.1	peg.1741+peg.1742+peg.1743	Nucleosides and Nucleotides	Negative	R02024	RNDR3	iJR904:RNDR3|iAO358:rll_285:rll_289|iAG612:rbs_538|iAF692:RNDR3|iSB619:RNDR3|iAF1260:RNDR3|iIT341:RNDR3|iAbaylyiv4:CDPREDUCT-RXN|iND750:RNDR3n:RNDR3|iYO844:RNDR3|iPS189:RNDR3|iNJ661:RNDR3|iJN746:RNDR3	17.30	2.29	17.30	<=	IRREVERSIBLE BY DELTAG MINMAX
rxn06077	L-methionine:oxidized-thioredoxin S-oxidoreductase|L-methionine-S-oxide reductase (trdrd)	H2O + trdox + Methionine <=> trdrd + L-Methionine S-oxide	cpd00001 + cpd11420 + cpd00060 <=> cpd11421 + cpd01914	1.8.4.13|1.8.4.14	peg.2175	Amino Acids and Derivatives	Blocked	R02025	METSR-S1	iYO844:METSR-S1|iPS189:METSR-S1	UNKNOWN	UNKNOWN	UNKNOWN	<=>	REVERSIBLE BY POINTS
rxn06335	(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine|S-(2-methylbutanoyl)transferase	Dihydrolipoamide + 2-Methylbutyryl-CoA <=> CoA + S-(2-Methylbutanoyl)-dihydrolipoamide-E	cpd00449 + cpd00760 <=> cpd00010 + cpd14703	2.3.1.168	peg.2407	Amino Acids and Derivatives	Negative variable	R03174	NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
