Unoptimized model						Gap filled model						Optimized model				
False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives	
False negative	Interval KO	ArgonneLBMedia	NED4000	"rxn00290,rxn04068,rxn00671,rxn00501,rxn03481,rxn00992,rxn00467,rxn01639,rxn09944,rxn01555,rxn03094,rxn01642,rxn03931,rxn02085,rxn00394,rxn05299,rxn01648,rxn03482,rxn01366,rxn00784,rxn05647,rxn00994,rxn00214,rxn00867,rxn05237,rxn05304,rxn01102,rxn01275,rxn05551,rxn03932,rxn09992,rxn10191,rxn00608,rxn01176,rxn02007,rxn05213,rxn08025,rxn02795,rxn05501"		False negative	Interval KO	ArgonneLBMedia	NED4000	"rxn00290,rxn04068,rxn00671,rxn00501,rxn03481,rxn00992,rxn00467,rxn01639,rxn09944,rxn01555,rxn03094,rxn01642,rxn03931,rxn02085,rxn00394,rxn05299,rxn01648,rxn03482,rxn01366,rxn00784,rxn05647,rxn00994,rxn00214,rxn00867,rxn05237,rxn05304,rxn01102,rxn01275,rxn05551,rxn03932,rxn09992,rxn10191,rxn00608,rxn01176,rxn02007,rxn05213,rxn08025,rxn02795,rxn05501"		False negative	Interval KO	ArgonneLBMedia	NED4001	"rxn00290,rxn00992,rxn01639,rxn01642,rxn02085,rxn05299,rxn05647,rxn00994,rxn00214,rxn00867,rxn10191,rxn05213,rxn05501"
False negative	Interval KO	ArgonneLBMedia	NED4001	"rxn00290,rxn00992,rxn01639,rxn01642,rxn02085,rxn05299,rxn05647,rxn00994,rxn00214,rxn00867,rxn10191,rxn05213,rxn05501"		False negative	Interval KO	ArgonneLBMedia	NED4001	"rxn00290,rxn00992,rxn01639,rxn01642,rxn02085,rxn05299,rxn05647,rxn00994,rxn00214,rxn00867,rxn10191,rxn05213,rxn05501"		Correct positive	Interval KO	ArgonneLBMedia	NED4002	"rxn04068,rxn00671,rxn00501,rxn00467,rxn09944,rxn01555,rxn03094,rxn03931,rxn00394,rxn01648,rxn01366,rxn00784,rxn05237,rxn05304,rxn01102,rxn01275,rxn05551,rxn03932,rxn09992,rxn01176,rxn02007,rxn08025,rxn02795"
Correct positive	Interval KO	ArgonneLBMedia	NED4002	"rxn04068,rxn00671,rxn00501,rxn00467,rxn09944,rxn01555,rxn03094,rxn03931,rxn00394,rxn01648,rxn01366,rxn00784,rxn05237,rxn05304,rxn01102,rxn01275,rxn05551,rxn03932,rxn09992,rxn01176,rxn02007,rxn08025,rxn02795"		Correct positive	Interval KO	ArgonneLBMedia	NED4002	"rxn04068,rxn00671,rxn00501,rxn00467,rxn09944,rxn01555,rxn03094,rxn03931,rxn00394,rxn01648,rxn01366,rxn00784,rxn05237,rxn05304,rxn01102,rxn01275,rxn05551,rxn03932,rxn09992,rxn01176,rxn02007,rxn08025,rxn02795"		Correct positive	Interval KO	ArgonneLBMedia	NED4100	
Correct positive	Interval KO	ArgonneLBMedia	NED4100			Correct positive	Interval KO	ArgonneLBMedia	NED4100			Correct negative	Media growth	"Carbon-1,2-Propanediol"	"Carbon-1,2-Propanediol"	
Correct negative	Media growth	"Carbon-1,2-Propanediol"	"Carbon-1,2-Propanediol"			Correct negative	Media growth	"Carbon-1,2-Propanediol"	"Carbon-1,2-Propanediol"			Correct negative	Media growth	"Carbon-2,3-Butanediol"	"Carbon-2,3-Butanediol"	
Correct negative	Media growth	"Carbon-2,3-Butanediol"	"Carbon-2,3-Butanediol"			False positive	Media growth	"Carbon-2,3-Butanediol"	"Carbon-2,3-Butanediol"			Correct negative	Media growth	"Carbon-2,3-Butanone"	"Carbon-2,3-Butanone"	
Correct negative	Media growth	"Carbon-2,3-Butanone"	"Carbon-2,3-Butanone"			Correct negative	Media growth	"Carbon-2,3-Butanone"	"Carbon-2,3-Butanone"			Correct positive	Media growth	Carbon-2-Deoxy-D-Ribose	Carbon-2-Deoxy-D-Ribose	
Correct positive	Media growth	Carbon-2-Deoxy-D-Ribose	Carbon-2-Deoxy-D-Ribose			Correct positive	Media growth	Carbon-2-Deoxy-D-Ribose	Carbon-2-Deoxy-D-Ribose			Correct negative	Media growth	Carbon-2-Hydroxy-Benzoic Acid	Carbon-2-Hydroxy-Benzoic Acid	
Correct negative	Media growth	Carbon-2-Hydroxy-Benzoic Acid	Carbon-2-Hydroxy-Benzoic Acid			Correct negative	Media growth	Carbon-2-Hydroxy-Benzoic Acid	Carbon-2-Hydroxy-Benzoic Acid			Correct positive	Media growth	Carbon-2`-Deoxy-Adenosine	Carbon-2`-Deoxy-Adenosine	
Correct positive	Media growth	Carbon-2`-Deoxy-Adenosine	Carbon-2`-Deoxy-Adenosine			Correct positive	Media growth	Carbon-2`-Deoxy-Adenosine	Carbon-2`-Deoxy-Adenosine			Correct negative	Media growth	Carbon-3-Hydroxy-2-Butanone	Carbon-3-Hydroxy-2-Butanone	
Correct negative	Media growth	Carbon-3-Hydroxy-2-Butanone	Carbon-3-Hydroxy-2-Butanone			Correct negative	Media growth	Carbon-3-Hydroxy-2-Butanone	Carbon-3-Hydroxy-2-Butanone			Correct negative	Media growth	Carbon-4-Hydroxy-Benzoic Acid	Carbon-4-Hydroxy-Benzoic Acid	
Correct negative	Media growth	Carbon-4-Hydroxy-Benzoic Acid	Carbon-4-Hydroxy-Benzoic Acid			Correct negative	Media growth	Carbon-4-Hydroxy-Benzoic Acid	Carbon-4-Hydroxy-Benzoic Acid			Correct negative	Media growth	Carbon-4-Hydroxy-L-Proline (trans)	Carbon-4-Hydroxy-L-Proline (trans)	
Correct negative	Media growth	Carbon-4-Hydroxy-L-Proline (trans)	Carbon-4-Hydroxy-L-Proline (trans)			Correct negative	Media growth	Carbon-4-Hydroxy-L-Proline (trans)	Carbon-4-Hydroxy-L-Proline (trans)			Correct negative	Media growth	Carbon-Acetamide	Carbon-Acetamide	
Correct negative	Media growth	Carbon-Acetamide	Carbon-Acetamide			Correct negative	Media growth	Carbon-Acetamide	Carbon-Acetamide			Correct positive	Media growth	Carbon-Acetic Acid	Carbon-Acetic Acid	
False negative	Media growth	Carbon-Acetic Acid	Carbon-Acetic Acid			Correct positive	Media growth	Carbon-Acetic Acid	Carbon-Acetic Acid			Correct positive	Media growth	Carbon-Acetoacetic Acid	Carbon-Acetoacetic Acid	
False negative	Media growth	Carbon-Acetoacetic Acid	Carbon-Acetoacetic Acid			Correct positive	Media growth	Carbon-Acetoacetic Acid	Carbon-Acetoacetic Acid			Correct positive	Media growth	Carbon-Adenosine	Carbon-Adenosine	
Correct positive	Media growth	Carbon-Adenosine	Carbon-Adenosine			Correct positive	Media growth	Carbon-Adenosine	Carbon-Adenosine			False negative	Media growth	Carbon-Amygdalin	Carbon-Amygdalin	
False negative	Media growth	Carbon-Amygdalin	Carbon-Amygdalin			False negative	Media growth	Carbon-Amygdalin	Carbon-Amygdalin			Correct positive	Media growth	Carbon-Arbutin	Carbon-Arbutin	
False negative	Media growth	Carbon-Arbutin	Carbon-Arbutin			Correct positive	Media growth	Carbon-Arbutin	Carbon-Arbutin			Correct negative	Media growth	Carbon-Butylamine (sec)	Carbon-Butylamine (sec)	
Correct negative	Media growth	Carbon-Butylamine (sec)	Carbon-Butylamine (sec)			Correct negative	Media growth	Carbon-Butylamine (sec)	Carbon-Butylamine (sec)			Correct negative	Media growth	Carbon-Caproic Acid	Carbon-Caproic Acid	
Correct negative	Media growth	Carbon-Caproic Acid	Carbon-Caproic Acid			Correct negative	Media growth	Carbon-Caproic Acid	Carbon-Caproic Acid			Correct negative	Media growth	Carbon-Chondroitin Sulfate C	Carbon-Chondroitin Sulfate C	
Correct negative	Media growth	Carbon-Chondroitin Sulfate C	Carbon-Chondroitin Sulfate C			Correct negative	Media growth	Carbon-Chondroitin Sulfate C	Carbon-Chondroitin Sulfate C			Correct negative	Media growth	Carbon-Citraconic Acid	Carbon-Citraconic Acid	
Correct negative	Media growth	Carbon-Citraconic Acid	Carbon-Citraconic Acid			Correct negative	Media growth	Carbon-Citraconic Acid	Carbon-Citraconic Acid			Correct positive	Media growth	Carbon-Citric Acid	Carbon-Citric Acid	
Correct positive	Media growth	Carbon-Citric Acid	Carbon-Citric Acid			Correct positive	Media growth	Carbon-Citric Acid	Carbon-Citric Acid			Correct negative	Media growth	"Carbon-D,L-Carnitine"	"Carbon-D,L-Carnitine"	
Correct negative	Media growth	"Carbon-D,L-Carnitine"	"Carbon-D,L-Carnitine"			Correct negative	Media growth	"Carbon-D,L-Carnitine"	"Carbon-D,L-Carnitine"			Correct negative	Media growth	"Carbon-D,L-Citramalic Acid"	"Carbon-D,L-Citramalic Acid"	
Correct negative	Media growth	"Carbon-D,L-Citramalic Acid"	"Carbon-D,L-Citramalic Acid"			Correct negative	Media growth	"Carbon-D,L-Citramalic Acid"	"Carbon-D,L-Citramalic Acid"			Correct positive	Media growth	"Carbon-D,L-Malic Acid"	"Carbon-D,L-Malic Acid"	
Correct positive	Media growth	"Carbon-D,L-Malic Acid"	"Carbon-D,L-Malic Acid"			Correct positive	Media growth	"Carbon-D,L-Malic Acid"	"Carbon-D,L-Malic Acid"			Correct negative	Media growth	"Carbon-D,L-Octopamine"	"Carbon-D,L-Octopamine"	
Correct negative	Media growth	"Carbon-D,L-Octopamine"	"Carbon-D,L-Octopamine"			Correct negative	Media growth	"Carbon-D,L-Octopamine"	"Carbon-D,L-Octopamine"			Correct positive	Media growth	"Carbon-D,L-a-Glycerol- Phosphate"	"Carbon-D,L-a-Glycerol- Phosphate"	
Correct positive	Media growth	"Carbon-D,L-a-Glycerol- Phosphate"	"Carbon-D,L-a-Glycerol- Phosphate"			Correct positive	Media growth	"Carbon-D,L-a-Glycerol- Phosphate"	"Carbon-D,L-a-Glycerol- Phosphate"			Correct positive	Media growth	Carbon-D-Alanine	Carbon-D-Alanine	
Correct positive	Media growth	Carbon-D-Alanine	Carbon-D-Alanine			Correct positive	Media growth	Carbon-D-Alanine	Carbon-D-Alanine			Correct positive	Media growth	Carbon-D-Arabinose	Carbon-D-Arabinose	
False negative	Media growth	Carbon-D-Arabinose	Carbon-D-Arabinose			Correct positive	Media growth	Carbon-D-Arabinose	Carbon-D-Arabinose			Correct negative	Media growth	Carbon-D-Arabitol	Carbon-D-Arabitol	
Correct negative	Media growth	Carbon-D-Arabitol	Carbon-D-Arabitol			Correct negative	Media growth	Carbon-D-Arabitol	Carbon-D-Arabitol			Correct positive	Media growth	Carbon-D-Cellobiose	Carbon-D-Cellobiose	
Correct positive	Media growth	Carbon-D-Cellobiose	Carbon-D-Cellobiose			Correct positive	Media growth	Carbon-D-Cellobiose	Carbon-D-Cellobiose			Correct positive	Media growth	Carbon-D-Fructose	Carbon-D-Fructose	
Correct positive	Media growth	Carbon-D-Fructose	Carbon-D-Fructose			Correct positive	Media growth	Carbon-D-Fructose	Carbon-D-Fructose			Correct positive	Media growth	Carbon-D-Fructose-6-Phosphate	Carbon-D-Fructose-6-Phosphate	
Correct positive	Media growth	Carbon-D-Fructose-6-Phosphate	Carbon-D-Fructose-6-Phosphate			Correct positive	Media growth	Carbon-D-Fructose-6-Phosphate	Carbon-D-Fructose-6-Phosphate			False negative	Media growth	Carbon-D-Galactonic Acid-g-Lactone	Carbon-D-Galactonic Acid-g-Lactone	
False negative	Media growth	Carbon-D-Galactonic Acid-g-Lactone	Carbon-D-Galactonic Acid-g-Lactone			False negative	Media growth	Carbon-D-Galactonic Acid-g-Lactone	Carbon-D-Galactonic Acid-g-Lactone			Correct positive	Media growth	Carbon-D-Galactose	Carbon-D-Galactose	
Correct positive	Media growth	Carbon-D-Galactose	Carbon-D-Galactose			Correct positive	Media growth	Carbon-D-Galactose	Carbon-D-Galactose			Correct positive	Media growth	Carbon-D-Galacturonic Acid	Carbon-D-Galacturonic Acid	
Correct positive	Media growth	Carbon-D-Galacturonic Acid	Carbon-D-Galacturonic Acid			Correct positive	Media growth	Carbon-D-Galacturonic Acid	Carbon-D-Galacturonic Acid			Correct positive	Media growth	Carbon-D-Gluconic Acid	Carbon-D-Gluconic Acid	
Correct positive	Media growth	Carbon-D-Gluconic Acid	Carbon-D-Gluconic Acid			Correct positive	Media growth	Carbon-D-Gluconic Acid	Carbon-D-Gluconic Acid			Correct positive	Media growth	Carbon-D-Glucosamine	Carbon-D-Glucosamine	
Correct positive	Media growth	Carbon-D-Glucosamine	Carbon-D-Glucosamine			Correct positive	Media growth	Carbon-D-Glucosamine	Carbon-D-Glucosamine			Correct positive	Media growth	Carbon-D-Glucose	Carbon-D-Glucose	
Correct positive	Media growth	Carbon-D-Glucose	Carbon-D-Glucose			Correct positive	Media growth	Carbon-D-Glucose	Carbon-D-Glucose			Correct positive	Media growth	Carbon-D-Glucose-1-Phosphate	Carbon-D-Glucose-1-Phosphate	
Correct positive	Media growth	Carbon-D-Glucose-1-Phosphate	Carbon-D-Glucose-1-Phosphate			Correct positive	Media growth	Carbon-D-Glucose-1-Phosphate	Carbon-D-Glucose-1-Phosphate			Correct positive	Media growth	Carbon-D-Glucose-6-Phosphate	Carbon-D-Glucose-6-Phosphate	
Correct positive	Media growth	Carbon-D-Glucose-6-Phosphate	Carbon-D-Glucose-6-Phosphate			Correct positive	Media growth	Carbon-D-Glucose-6-Phosphate	Carbon-D-Glucose-6-Phosphate			Correct positive	Media growth	Carbon-D-Glucuronic Acid	Carbon-D-Glucuronic Acid	
Correct positive	Media growth	Carbon-D-Glucuronic Acid	Carbon-D-Glucuronic Acid			Correct positive	Media growth	Carbon-D-Glucuronic Acid	Carbon-D-Glucuronic Acid			Correct positive	Media growth	Carbon-D-Malic Acid	Carbon-D-Malic Acid	
Correct positive	Media growth	Carbon-D-Malic Acid	Carbon-D-Malic Acid			Correct positive	Media growth	Carbon-D-Malic Acid	Carbon-D-Malic Acid			Correct positive	Media growth	Carbon-D-Mannitol	Carbon-D-Mannitol	
Correct positive	Media growth	Carbon-D-Mannitol	Carbon-D-Mannitol			Correct positive	Media growth	Carbon-D-Mannitol	Carbon-D-Mannitol			Correct positive	Media growth	Carbon-D-Mannose	Carbon-D-Mannose	
Correct positive	Media growth	Carbon-D-Mannose	Carbon-D-Mannose			Correct positive	Media growth	Carbon-D-Mannose	Carbon-D-Mannose			Correct positive	Media growth	Carbon-D-Melibiose	Carbon-D-Melibiose	
Correct positive	Media growth	Carbon-D-Melibiose	Carbon-D-Melibiose			Correct positive	Media growth	Carbon-D-Melibiose	Carbon-D-Melibiose			False negative	Media growth	Carbon-D-Psicose	Carbon-D-Psicose	
False negative	Media growth	Carbon-D-Psicose	Carbon-D-Psicose			False negative	Media growth	Carbon-D-Psicose	Carbon-D-Psicose			Correct positive	Media growth	Carbon-D-Raffinose	Carbon-D-Raffinose	
Correct positive	Media growth	Carbon-D-Raffinose	Carbon-D-Raffinose			Correct positive	Media growth	Carbon-D-Raffinose	Carbon-D-Raffinose			Correct positive	Media growth	Carbon-D-Ribose	Carbon-D-Ribose	
Correct positive	Media growth	Carbon-D-Ribose	Carbon-D-Ribose			Correct positive	Media growth	Carbon-D-Ribose	Carbon-D-Ribose			Correct positive	Media growth	Carbon-D-Saccharic Acid	Carbon-D-Saccharic Acid	
Correct positive	Media growth	Carbon-D-Saccharic Acid	Carbon-D-Saccharic Acid			Correct positive	Media growth	Carbon-D-Saccharic Acid	Carbon-D-Saccharic Acid			Correct positive	Media growth	Carbon-D-Serine	Carbon-D-Serine	
Correct positive	Media growth	Carbon-D-Serine	Carbon-D-Serine			Correct positive	Media growth	Carbon-D-Serine	Carbon-D-Serine			Correct positive	Media growth	Carbon-D-Sorbitol	Carbon-D-Sorbitol	
Correct positive	Media growth	Carbon-D-Sorbitol	Carbon-D-Sorbitol			Correct positive	Media growth	Carbon-D-Sorbitol	Carbon-D-Sorbitol			Correct negative	Media growth	Carbon-D-Tartaric Acid	Carbon-D-Tartaric Acid	
Correct negative	Media growth	Carbon-D-Tartaric Acid	Carbon-D-Tartaric Acid			Correct negative	Media growth	Carbon-D-Tartaric Acid	Carbon-D-Tartaric Acid			Correct negative	Media growth	Carbon-D-Threonine	Carbon-D-Threonine	
Correct negative	Media growth	Carbon-D-Threonine	Carbon-D-Threonine			Correct negative	Media growth	Carbon-D-Threonine	Carbon-D-Threonine			Correct positive	Media growth	Carbon-D-Trehalose	Carbon-D-Trehalose	
Correct positive	Media growth	Carbon-D-Trehalose	Carbon-D-Trehalose			Correct positive	Media growth	Carbon-D-Trehalose	Carbon-D-Trehalose			Correct positive	Media growth	Carbon-D-Xylose	Carbon-D-Xylose	
Correct positive	Media growth	Carbon-D-Xylose	Carbon-D-Xylose			Correct positive	Media growth	Carbon-D-Xylose	Carbon-D-Xylose			Correct positive	Media growth	Carbon-Dextrin	Carbon-Dextrin	
Correct positive	Media growth	Carbon-Dextrin	Carbon-Dextrin			Correct positive	Media growth	Carbon-Dextrin	Carbon-Dextrin			Correct positive	Media growth	Carbon-Dihydroxy-Acetone	Carbon-Dihydroxy-Acetone	
False negative	Media growth	Carbon-Dihydroxy-Acetone	Carbon-Dihydroxy-Acetone			Correct positive	Media growth	Carbon-Dihydroxy-Acetone	Carbon-Dihydroxy-Acetone			Correct positive	Media growth	Carbon-Dulcitol	Carbon-Dulcitol	
False negative	Media growth	Carbon-Dulcitol	Carbon-Dulcitol			Correct positive	Media growth	Carbon-Dulcitol	Carbon-Dulcitol			Correct positive	Media growth	Carbon-Formic Acid	Carbon-Formic Acid	
False negative	Media growth	Carbon-Formic Acid	Carbon-Formic Acid			Correct positive	Media growth	Carbon-Formic Acid	Carbon-Formic Acid			Correct positive	Media growth	Carbon-Fumaric Acid	Carbon-Fumaric Acid	
Correct positive	Media growth	Carbon-Fumaric Acid	Carbon-Fumaric Acid			Correct positive	Media growth	Carbon-Fumaric Acid	Carbon-Fumaric Acid			Correct negative	Media growth	Carbon-Gelatin	Carbon-Gelatin	
Correct negative	Media growth	Carbon-Gelatin	Carbon-Gelatin			Correct negative	Media growth	Carbon-Gelatin	Carbon-Gelatin			False negative	Media growth	Carbon-Gentiobiose	Carbon-Gentiobiose	
False negative	Media growth	Carbon-Gentiobiose	Carbon-Gentiobiose			False negative	Media growth	Carbon-Gentiobiose	Carbon-Gentiobiose			Correct positive	Media growth	Carbon-Glycerol	Carbon-Glycerol	
Correct positive	Media growth	Carbon-Glycerol	Carbon-Glycerol			Correct positive	Media growth	Carbon-Glycerol	Carbon-Glycerol			False positive	Media growth	Carbon-Glycine	Carbon-Glycine	
False positive	Media growth	Carbon-Glycine	Carbon-Glycine			False positive	Media growth	Carbon-Glycine	Carbon-Glycine			Correct positive	Media growth	Carbon-Glycogen	Carbon-Glycogen	
Correct positive	Media growth	Carbon-Glycogen	Carbon-Glycogen			Correct positive	Media growth	Carbon-Glycogen	Carbon-Glycogen			Correct positive	Media growth	Carbon-Glycolic Acid	Carbon-Glycolic Acid	
Correct positive	Media growth	Carbon-Glycolic Acid	Carbon-Glycolic Acid			Correct positive	Media growth	Carbon-Glycolic Acid	Carbon-Glycolic Acid			False negative	Media growth	Carbon-Glycyl-L-Aspartic Acid	Carbon-Glycyl-L-Aspartic Acid	
False negative	Media growth	Carbon-Glycyl-L-Aspartic Acid	Carbon-Glycyl-L-Aspartic Acid			False negative	Media growth	Carbon-Glycyl-L-Aspartic Acid	Carbon-Glycyl-L-Aspartic Acid			False negative	Media growth	Carbon-Glycyl-L-Glutamic Acid	Carbon-Glycyl-L-Glutamic Acid	
False negative	Media growth	Carbon-Glycyl-L-Glutamic Acid	Carbon-Glycyl-L-Glutamic Acid			False negative	Media growth	Carbon-Glycyl-L-Glutamic Acid	Carbon-Glycyl-L-Glutamic Acid			False negative	Media growth	Carbon-Glycyl-L-Proline	Carbon-Glycyl-L-Proline	
False negative	Media growth	Carbon-Glycyl-L-Proline	Carbon-Glycyl-L-Proline			False negative	Media growth	Carbon-Glycyl-L-Proline	Carbon-Glycyl-L-Proline			Correct positive	Media growth	Carbon-Glyoxylic Acid	Carbon-Glyoxylic Acid	
Correct positive	Media growth	Carbon-Glyoxylic Acid	Carbon-Glyoxylic Acid			Correct positive	Media growth	Carbon-Glyoxylic Acid	Carbon-Glyoxylic Acid			Correct positive	Media growth	Carbon-Inosine	Carbon-Inosine	
Correct positive	Media growth	Carbon-Inosine	Carbon-Inosine			Correct positive	Media growth	Carbon-Inosine	Carbon-Inosine			Correct negative	Media growth	Carbon-Itaconic Acid	Carbon-Itaconic Acid	
Correct negative	Media growth	Carbon-Itaconic Acid	Carbon-Itaconic Acid			Correct negative	Media growth	Carbon-Itaconic Acid	Carbon-Itaconic Acid			Correct positive	Media growth	Carbon-L-Alanine	Carbon-L-Alanine	
Correct positive	Media growth	Carbon-L-Alanine	Carbon-L-Alanine			Correct positive	Media growth	Carbon-L-Alanine	Carbon-L-Alanine			False negative	Media growth	Carbon-L-Alanyl-Glycine	Carbon-L-Alanyl-Glycine	
False negative	Media growth	Carbon-L-Alanyl-Glycine	Carbon-L-Alanyl-Glycine			False negative	Media growth	Carbon-L-Alanyl-Glycine	Carbon-L-Alanyl-Glycine			Correct positive	Media growth	Carbon-L-Arabinose	Carbon-L-Arabinose	
Correct positive	Media growth	Carbon-L-Arabinose	Carbon-L-Arabinose			Correct positive	Media growth	Carbon-L-Arabinose	Carbon-L-Arabinose			Correct positive	Media growth	Carbon-L-Arabitol	Carbon-L-Arabitol	
False negative	Media growth	Carbon-L-Arabitol	Carbon-L-Arabitol			Correct positive	Media growth	Carbon-L-Arabitol	Carbon-L-Arabitol			Correct positive	Media growth	Carbon-L-Asparagine	Carbon-L-Asparagine	
Correct positive	Media growth	Carbon-L-Asparagine	Carbon-L-Asparagine			Correct positive	Media growth	Carbon-L-Asparagine	Carbon-L-Asparagine			Correct positive	Media growth	Carbon-L-Aspartic Acid	Carbon-L-Aspartic Acid	
Correct positive	Media growth	Carbon-L-Aspartic Acid	Carbon-L-Aspartic Acid			Correct positive	Media growth	Carbon-L-Aspartic Acid	Carbon-L-Aspartic Acid			False negative	Media growth	Carbon-L-Fucose	Carbon-L-Fucose	
False negative	Media growth	Carbon-L-Fucose	Carbon-L-Fucose			False negative	Media growth	Carbon-L-Fucose	Carbon-L-Fucose			Correct positive	Media growth	Carbon-L-Glutamic Acid	Carbon-L-Glutamic Acid	
Correct positive	Media growth	Carbon-L-Glutamic Acid	Carbon-L-Glutamic Acid			Correct positive	Media growth	Carbon-L-Glutamic Acid	Carbon-L-Glutamic Acid			Correct positive	Media growth	Carbon-L-Glutamine	Carbon-L-Glutamine	
Correct positive	Media growth	Carbon-L-Glutamine	Carbon-L-Glutamine			Correct positive	Media growth	Carbon-L-Glutamine	Carbon-L-Glutamine			Correct negative	Media growth	Carbon-L-Homoserine	Carbon-L-Homoserine	
Correct negative	Media growth	Carbon-L-Homoserine	Carbon-L-Homoserine			Correct negative	Media growth	Carbon-L-Homoserine	Carbon-L-Homoserine			Correct negative	Media growth	Carbon-L-Isoleucine	Carbon-L-Isoleucine	
False positive	Media growth	Carbon-L-Isoleucine	Carbon-L-Isoleucine			False positive	Media growth	Carbon-L-Isoleucine	Carbon-L-Isoleucine			Correct positive	Media growth	Carbon-L-Lactic Acid	Carbon-L-Lactic Acid	
Correct positive	Media growth	Carbon-L-Lactic Acid	Carbon-L-Lactic Acid			Correct positive	Media growth	Carbon-L-Lactic Acid	Carbon-L-Lactic Acid			Correct negative	Media growth	Carbon-L-Leucine	Carbon-L-Leucine	
Correct negative	Media growth	Carbon-L-Leucine	Carbon-L-Leucine			False positive	Media growth	Carbon-L-Leucine	Carbon-L-Leucine			Correct negative	Media growth	Carbon-L-Lysine	Carbon-L-Lysine	
Correct negative	Media growth	Carbon-L-Lysine	Carbon-L-Lysine			Correct negative	Media growth	Carbon-L-Lysine	Carbon-L-Lysine			Correct positive	Media growth	Carbon-L-Malic Acid	Carbon-L-Malic Acid	
Correct positive	Media growth	Carbon-L-Malic Acid	Carbon-L-Malic Acid			Correct positive	Media growth	Carbon-L-Malic Acid	Carbon-L-Malic Acid			False positive	Media growth	Carbon-L-Methionine	Carbon-L-Methionine	
Correct negative	Media growth	Carbon-L-Methionine	Carbon-L-Methionine			False positive	Media growth	Carbon-L-Methionine	Carbon-L-Methionine			Correct positive	Media growth	Carbon-L-Ornithine	Carbon-L-Ornithine	
Correct positive	Media growth	Carbon-L-Ornithine	Carbon-L-Ornithine			Correct positive	Media growth	Carbon-L-Ornithine	Carbon-L-Ornithine			Correct negative	Media growth	Carbon-L-Phenylalanine	Carbon-L-Phenylalanine	
Correct negative	Media growth	Carbon-L-Phenylalanine	Carbon-L-Phenylalanine			Correct negative	Media growth	Carbon-L-Phenylalanine	Carbon-L-Phenylalanine			Correct positive	Media growth	Carbon-L-Proline	Carbon-L-Proline	
Correct positive	Media growth	Carbon-L-Proline	Carbon-L-Proline			Correct positive	Media growth	Carbon-L-Proline	Carbon-L-Proline			Correct negative	Media growth	Carbon-L-Pyroglutamic Acid	Carbon-L-Pyroglutamic Acid	
Correct negative	Media growth	Carbon-L-Pyroglutamic Acid	Carbon-L-Pyroglutamic Acid			Correct negative	Media growth	Carbon-L-Pyroglutamic Acid	Carbon-L-Pyroglutamic Acid			Correct positive	Media growth	Carbon-L-Rhamnose	Carbon-L-Rhamnose	
Correct positive	Media growth	Carbon-L-Rhamnose	Carbon-L-Rhamnose			Correct positive	Media growth	Carbon-L-Rhamnose	Carbon-L-Rhamnose			Correct positive	Media growth	Carbon-L-Serine	Carbon-L-Serine	
Correct positive	Media growth	Carbon-L-Serine	Carbon-L-Serine			Correct positive	Media growth	Carbon-L-Serine	Carbon-L-Serine			Correct positive	Media growth	Carbon-L-Sorbose	Carbon-L-Sorbose	
False negative	Media growth	Carbon-L-Sorbose	Carbon-L-Sorbose			Correct positive	Media growth	Carbon-L-Sorbose	Carbon-L-Sorbose			Correct negative	Media growth	Carbon-L-Tartaric Acid	Carbon-L-Tartaric Acid	
Correct negative	Media growth	Carbon-L-Tartaric Acid	Carbon-L-Tartaric Acid			Correct negative	Media growth	Carbon-L-Tartaric Acid	Carbon-L-Tartaric Acid			Correct positive	Media growth	Carbon-L-Threonine	Carbon-L-Threonine	
Correct positive	Media growth	Carbon-L-Threonine	Carbon-L-Threonine			Correct positive	Media growth	Carbon-L-Threonine	Carbon-L-Threonine			False positive	Media growth	Carbon-L-Valine	Carbon-L-Valine	
False positive	Media growth	Carbon-L-Valine	Carbon-L-Valine			False positive	Media growth	Carbon-L-Valine	Carbon-L-Valine			Correct negative	Media growth	Carbon-Laminarin	Carbon-Laminarin	
Correct negative	Media growth	Carbon-Laminarin	Carbon-Laminarin			Correct negative	Media growth	Carbon-Laminarin	Carbon-Laminarin			Correct negative	Media growth	Carbon-Malonic Acid	Carbon-Malonic Acid	
Correct negative	Media growth	Carbon-Malonic Acid	Carbon-Malonic Acid			Correct negative	Media growth	Carbon-Malonic Acid	Carbon-Malonic Acid			Correct positive	Media growth	Carbon-Maltose	Carbon-Maltose	
Correct positive	Media growth	Carbon-Maltose	Carbon-Maltose			Correct positive	Media growth	Carbon-Maltose	Carbon-Maltose			Correct positive	Media growth	Carbon-Maltotriose	Carbon-Maltotriose	
Correct positive	Media growth	Carbon-Maltotriose	Carbon-Maltotriose			Correct positive	Media growth	Carbon-Maltotriose	Carbon-Maltotriose			Correct negative	Media growth	Carbon-Mannan	Carbon-Mannan	
Correct negative	Media growth	Carbon-Mannan	Carbon-Mannan			Correct negative	Media growth	Carbon-Mannan	Carbon-Mannan			Correct positive	Media growth	Carbon-Mucic Acid	Carbon-Mucic Acid	
Correct positive	Media growth	Carbon-Mucic Acid	Carbon-Mucic Acid			Correct positive	Media growth	Carbon-Mucic Acid	Carbon-Mucic Acid			Correct positive	Media growth	Carbon-N-Acetyl-D-Glucosamine	Carbon-N-Acetyl-D-Glucosamine	
